RRI_inf,PPI_inf,PPI_pix,label
679.6875,675.78125,700.0,0.0
683.59375,679.6875,700.0,0.0
664.0625,660.15625,670.0,0.0
683.59375,679.6875,700.0,0.0
707.03125,710.9375,730.0,0.0
710.9375,710.9375,730.0,0.0
753.90625,753.90625,750.0,0.0
824.21875,824.21875,850.0,0.0
832.03125,839.84375,860.0,0.0
785.15625,789.0625,810.0,0.0
753.90625,750.0,790.0,0.0
777.34375,773.4375,790.0,0.0
800.78125,800.78125,830.0,0.0
804.6875,808.59375,810.0,0.0
785.15625,792.96875,800.0,0.0
750.0,750.0,780.0,0.0
750.0,750.0,760.0,0.0
738.28125,734.375,760.0,0.0
746.09375,746.09375,760.0,0.0
726.5625,726.5625,760.0,0.0
703.125,699.21875,710.0,0.0
687.5,691.40625,690.0,0.0
671.875,664.0625,700.0,0.0
660.15625,660.15625,670.0,0.0
667.96875,664.0625,690.0,0.0
660.15625,656.25,670.0,0.0
671.875,667.96875,690.0,0.0
699.21875,703.125,720.0,0.0
687.5,687.5,700.0,0.0
671.875,671.875,690.0,0.0
687.5,687.5,700.0,0.0
726.5625,730.46875,750.0,0.0
730.46875,738.28125,750.0,0.0
750.0,750.0,770.0,0.0
730.46875,734.375,760.0,0.0
726.5625,722.65625,730.0,0.0
699.21875,703.125,720.0,0.0
679.6875,675.78125,700.0,0.0
664.0625,664.0625,680.0,0.0
679.6875,679.6875,700.0,0.0
707.03125,703.125,720.0,0.0
781.25,781.25,800.0,0.0
835.9375,835.9375,860.0,0.0
832.03125,835.9375,860.0,0.0
816.40625,816.40625,830.0,0.0
839.84375,847.65625,860.0,0.0
855.46875,855.46875,880.0,0.0
886.71875,886.71875,920.0,0.0
851.5625,855.46875,880.0,0.0
785.15625,789.0625,800.0,0.0
800.78125,800.78125,820.0,0.0
824.21875,816.40625,830.0,0.0
843.75,839.84375,870.0,0.0
808.59375,812.5,830.0,0.0
753.90625,757.8125,790.0,0.0
750.0,750.0,760.0,0.0
781.25,777.34375,780.0,0.0
820.3125,816.40625,840.0,0.0
847.65625,851.5625,870.0,0.0
824.21875,832.03125,840.0,0.0
777.34375,773.4375,830.0,0.0
757.8125,753.90625,760.0,0.0
789.0625,785.15625,790.0,0.0
812.5,812.5,820.0,0.0
816.40625,816.40625,860.0,0.0
785.15625,789.0625,810.0,0.0
753.90625,753.90625,740.0,0.0
769.53125,765.625,820.0,0.0
785.15625,781.25,790.0,0.0
808.59375,808.59375,840.0,0.0
812.5,816.40625,810.0,0.0
765.625,769.53125,800.0,0.0
753.90625,753.90625,780.0,0.0
769.53125,765.625,780.0,0.0
800.78125,792.96875,800.0,0.0
808.59375,812.5,830.0,0.0
777.34375,781.25,820.0,0.0
761.71875,761.71875,770.0,0.0
777.34375,777.34375,800.0,0.0
808.59375,804.6875,820.0,0.0
828.125,832.03125,850.0,0.0
812.5,816.40625,850.0,0.0
761.71875,765.625,780.0,0.0
773.4375,769.53125,760.0,0.0
789.0625,789.0625,830.0,0.0
804.6875,800.78125,820.0,0.0
796.875,804.6875,830.0,0.0
761.71875,761.71875,770.0,0.0
738.28125,738.28125,750.0,0.0
757.8125,753.90625,770.0,0.0
777.34375,777.34375,800.0,0.0
789.0625,789.0625,810.0,0.0
750.0,753.90625,770.0,0.0
734.375,730.46875,770.0,0.0
750.0,742.1875,740.0,0.0
781.25,781.25,800.0,0.0
777.34375,777.34375,810.0,0.0
761.71875,761.71875,780.0,0.0
746.09375,753.90625,750.0,0.0
773.4375,769.53125,790.0,0.0
796.875,796.875,820.0,0.0
804.6875,812.5,820.0,0.0
792.96875,792.96875,820.0,0.0
777.34375,777.34375,800.0,0.0
792.96875,792.96875,820.0,0.0
808.59375,808.59375,820.0,0.0
824.21875,824.21875,840.0,0.0
757.8125,765.625,790.0,0.0
750.0,742.1875,750.0,0.0
761.71875,765.625,790.0,0.0
781.25,777.34375,810.0,0.0
781.25,781.25,780.0,0.0
746.09375,746.09375,780.0,0.0
710.9375,710.9375,720.0,0.0
722.65625,722.65625,730.0,0.0
730.46875,726.5625,770.0,0.0
757.8125,753.90625,760.0,0.0
785.15625,785.15625,800.0,0.0
773.4375,777.34375,800.0,0.0
765.625,761.71875,780.0,0.0
769.53125,773.4375,800.0,0.0
789.0625,777.34375,790.0,0.0
812.5,808.59375,830.0,0.0
792.96875,796.875,830.0,0.0
750.0,750.0,760.0,0.0
750.0,753.90625,770.0,0.0
777.34375,781.25,800.0,0.0
785.15625,789.0625,810.0,0.0
757.8125,753.90625,770.0,0.0
726.5625,730.46875,740.0,0.0
742.1875,742.1875,780.0,0.0
757.8125,753.90625,750.0,0.0
761.71875,765.625,790.0,0.0
757.8125,761.71875,790.0,0.0
730.46875,726.5625,730.0,0.0
718.75,718.75,750.0,0.0
722.65625,718.75,730.0,0.0
742.1875,738.28125,780.0,0.0
765.625,765.625,770.0,0.0
738.28125,738.28125,760.0,0.0
722.65625,722.65625,740.0,0.0
753.90625,750.0,790.0,0.0
792.96875,792.96875,810.0,0.0
796.875,804.6875,800.0,0.0
