RRI_inf,PPI_inf,PPI_pix,label
734.375,734.375,750.0,0.0
707.03125,695.3125,720.0,0.0
750.0,753.90625,770.0,0.0
746.09375,746.09375,760.0,0.0
773.4375,777.34375,790.0,0.0
734.375,730.46875,760.0,0.0
765.625,773.4375,790.0,0.0
769.53125,773.4375,760.0,0.0
804.6875,804.6875,850.0,0.0
777.34375,769.53125,800.0,0.0
726.5625,730.46875,730.0,0.0
746.09375,746.09375,760.0,0.0
757.8125,753.90625,770.0,0.0
765.625,761.71875,790.0,0.0
738.28125,738.28125,760.0,0.0
757.8125,761.71875,760.0,0.0
835.9375,835.9375,880.0,0.0
843.75,847.65625,850.0,0.0
835.9375,839.84375,880.0,0.0
738.28125,738.28125,750.0,0.0
714.84375,710.9375,740.0,0.0
738.28125,730.46875,710.0,0.0
792.96875,781.25,840.0,0.0
820.3125,824.21875,830.0,0.0
855.46875,859.375,860.0,0.0
808.59375,812.5,860.0,0.0
855.46875,863.28125,870.0,0.0
871.09375,882.8125,900.0,0.0
886.71875,878.90625,920.0,0.0
847.65625,859.375,850.0,0.0
718.75,726.5625,750.0,0.0
726.5625,714.84375,720.0,0.0
753.90625,734.375,790.0,0.0
832.03125,835.9375,840.0,0.0
828.125,832.03125,870.0,0.0
785.15625,796.875,790.0,0.0
832.03125,824.21875,870.0,0.0
847.65625,847.65625,840.0,0.0
914.0625,914.0625,950.0,0.0
921.875,921.875,950.0,0.0
839.84375,843.75,840.0,0.0
871.09375,871.09375,920.0,0.0
863.28125,863.28125,880.0,0.0
824.21875,828.125,860.0,0.0
738.28125,738.28125,740.0,0.0
703.125,707.03125,720.0,0.0
757.8125,742.1875,770.0,0.0
957.03125,945.3125,970.0,0.0
910.15625,917.96875,950.0,0.0
886.71875,890.625,920.0,0.0
796.875,800.78125,800.0,0.0
777.34375,777.34375,810.0,0.0
789.0625,781.25,790.0,0.0
808.59375,804.6875,830.0,0.0
792.96875,789.0625,820.0,0.0
746.09375,746.09375,770.0,0.0
773.4375,777.34375,770.0,0.0
832.03125,832.03125,880.0,0.0
859.375,863.28125,860.0,0.0
785.15625,792.96875,810.0,0.0
718.75,730.46875,750.0,0.0
718.75,707.03125,720.0,0.0
714.84375,707.03125,740.0,0.0
742.1875,738.28125,750.0,0.0
699.21875,695.3125,710.0,0.0
679.6875,683.59375,720.0,0.0
718.75,714.84375,710.0,0.0
812.5,808.59375,850.0,0.0
820.3125,824.21875,840.0,0.0
804.6875,800.78125,840.0,0.0
769.53125,773.4375,770.0,0.0
796.875,796.875,820.0,0.0
781.25,785.15625,780.0,0.0
777.34375,777.34375,800.0,0.0
769.53125,769.53125,800.0,0.0
722.65625,726.5625,740.0,0.0
664.0625,664.0625,670.0,0.0
675.78125,671.875,700.0,0.0
695.3125,687.5,700.0,0.0
757.8125,750.0,790.0,0.0
796.875,800.78125,800.0,0.0
800.78125,804.6875,840.0,0.0
769.53125,769.53125,780.0,0.0
761.71875,765.625,780.0,0.0
746.09375,746.09375,740.0,0.0
769.53125,769.53125,810.0,0.0
757.8125,753.90625,790.0,0.0
718.75,722.65625,740.0,0.0
703.125,707.03125,700.0,0.0
753.90625,750.0,780.0,0.0
777.34375,777.34375,790.0,0.0
812.5,816.40625,820.0,0.0
792.96875,796.875,820.0,0.0
750.0,753.90625,780.0,0.0
707.03125,703.125,720.0,0.0
734.375,730.46875,750.0,0.0
742.1875,738.28125,770.0,0.0
781.25,773.4375,770.0,0.0
777.34375,781.25,810.0,0.0
742.1875,742.1875,770.0,0.0
785.15625,785.15625,790.0,0.0
812.5,816.40625,820.0,0.0
800.78125,800.78125,840.0,0.0
730.46875,746.09375,750.0,0.0
761.71875,765.625,780.0,0.0
792.96875,785.15625,800.0,0.0
765.625,769.53125,790.0,0.0
742.1875,734.375,750.0,0.0
746.09375,753.90625,770.0,0.0
761.71875,761.71875,790.0,0.0
773.4375,769.53125,780.0,0.0
742.1875,746.09375,780.0,0.0
718.75,718.75,710.0,0.0
757.8125,757.8125,780.0,0.0
804.6875,796.875,820.0,0.0
847.65625,847.65625,880.0,0.0
789.0625,796.875,800.0,0.0
753.90625,750.0,770.0,0.0
773.4375,773.4375,790.0,0.0
773.4375,777.34375,800.0,0.0
777.34375,777.34375,790.0,0.0
753.90625,750.0,780.0,0.0
757.8125,761.71875,760.0,0.0
804.6875,800.78125,830.0,0.0
820.3125,820.3125,850.0,0.0
824.21875,828.125,850.0,0.0
820.3125,824.21875,830.0,0.0
746.09375,746.09375,760.0,0.0
785.15625,781.25,810.0,0.0
785.15625,789.0625,790.0,0.0
832.03125,832.03125,880.0,0.0
746.09375,750.0,750.0,0.0
734.375,734.375,760.0,0.0
750.0,750.0,760.0,0.0
757.8125,753.90625,780.0,0.0
765.625,761.71875,760.0,0.0
808.59375,808.59375,840.0,0.0
765.625,773.4375,800.0,0.0
808.59375,796.875,810.0,0.0
800.78125,804.6875,820.0,0.0
812.5,808.59375,840.0,0.0
