valley_location,PPI
223.0,0.0
298.0,750.0
370.0,720.0
447.0,770.0
523.0,760.0
602.0,790.0
678.0,760.0
757.0,790.0
833.0,760.0
918.0,850.0
998.0,800.0
1071.0,730.0
1147.0,760.0
1224.0,770.0
1303.0,790.0
1379.0,760.0
1455.0,760.0
1543.0,880.0
1628.0,850.0
1716.0,880.0
1791.0,750.0
1865.0,740.0
1936.0,710.0
2020.0,840.0
2103.0,830.0
2189.0,860.0
2275.0,860.0
2362.0,870.0
2452.0,900.0
2544.0,920.0
2629.0,850.0
2704.0,750.0
2776.0,720.0
2855.0,790.0
2939.0,840.0
3026.0,870.0
3105.0,790.0
3192.0,870.0
3276.0,840.0
3371.0,950.0
3466.0,950.0
3550.0,840.0
3642.0,920.0
3730.0,880.0
3816.0,860.0
3890.0,740.0
3962.0,720.0
4039.0,770.0
4136.0,970.0
4231.0,950.0
4323.0,920.0
4403.0,800.0
4484.0,810.0
4563.0,790.0
4646.0,830.0
4728.0,820.0
4805.0,770.0
4882.0,770.0
4970.0,880.0
5056.0,860.0
5137.0,810.0
5212.0,750.0
5284.0,720.0
5358.0,740.0
5433.0,750.0
5504.0,710.0
5576.0,720.0
5647.0,710.0
5732.0,850.0
5816.0,840.0
5900.0,840.0
5977.0,770.0
6059.0,820.0
6137.0,780.0
6217.0,800.0
6297.0,800.0
6371.0,740.0
6438.0,670.0
6508.0,700.0
6578.0,700.0
6657.0,790.0
6737.0,800.0
6821.0,840.0
6899.0,780.0
6977.0,780.0
7051.0,740.0
7132.0,810.0
7211.0,790.0
7285.0,740.0
7355.0,700.0
7433.0,780.0
7512.0,790.0
7594.0,820.0
7676.0,820.0
7754.0,780.0
7826.0,720.0
7901.0,750.0
7978.0,770.0
8055.0,770.0
8136.0,810.0
8213.0,770.0
8292.0,790.0
8374.0,820.0
8458.0,840.0
8533.0,750.0
8611.0,780.0
8691.0,800.0
8770.0,790.0
8845.0,750.0
8922.0,770.0
9001.0,790.0
9079.0,780.0
9157.0,780.0
9228.0,710.0
9306.0,780.0
9388.0,820.0
9476.0,880.0
9556.0,800.0
9633.0,770.0
9712.0,790.0
9792.0,800.0
9871.0,790.0
9949.0,780.0
10025.0,760.0
10108.0,830.0
10193.0,850.0
10278.0,850.0
10361.0,830.0
10437.0,760.0
10518.0,810.0
10597.0,790.0
10685.0,880.0
10760.0,750.0
10836.0,760.0
10912.0,760.0
10990.0,780.0
11066.0,760.0
11150.0,840.0
11230.0,800.0
11311.0,810.0
11393.0,820.0
11477.0,840.0
