valley_location,PPI
504.0,0.0
613.0,1090.0
726.0,1130.0
834.0,1080.0
946.0,1120.0
1057.0,1110.0
1167.0,1100.0
1263.0,960.0
1357.0,940.0
1460.0,1030.0
1567.0,1070.0
1666.0,990.0
1763.0,970.0
1855.0,920.0
1947.0,920.0
2037.0,900.0
2133.0,960.0
2240.0,1070.0
2341.0,1010.0
2433.0,920.0
2535.0,1020.0
2641.0,1060.0
2737.0,960.0
2827.0,900.0
2916.0,890.0
3008.0,920.0
3101.0,930.0
3191.0,900.0
3278.0,870.0
3368.0,900.0
3463.0,950.0
3559.0,960.0
3649.0,900.0
3738.0,890.0
3829.0,910.0
3921.0,920.0
4009.0,880.0
4094.0,850.0
4186.0,920.0
4286.0,1000.0
4386.0,1000.0
4482.0,960.0
4576.0,940.0
4672.0,960.0
4778.0,1060.0
4882.0,1040.0
4978.0,960.0
5062.0,840.0
5148.0,860.0
5238.0,900.0
5333.0,950.0
5428.0,950.0
5524.0,960.0
5623.0,990.0
5718.0,950.0
5804.0,860.0
5891.0,870.0
5983.0,920.0
6069.0,860.0
6149.0,800.0
6233.0,840.0
6323.0,900.0
6414.0,910.0
6501.0,870.0
6580.0,790.0
6667.0,870.0
6759.0,920.0
6858.0,990.0
6956.0,980.0
7053.0,970.0
7150.0,970.0
7250.0,1000.0
7347.0,970.0
7436.0,890.0
7528.0,920.0
7623.0,950.0
7718.0,950.0
7812.0,940.0
7904.0,920.0
7998.0,940.0
8087.0,890.0
8179.0,920.0
8264.0,850.0
8349.0,850.0
8438.0,890.0
8543.0,1050.0
8638.0,950.0
8724.0,860.0
8812.0,880.0
8902.0,900.0
8987.0,850.0
9066.0,790.0
9154.0,880.0
9240.0,860.0
9327.0,870.0
9413.0,860.0
9500.0,870.0
9599.0,990.0
9697.0,980.0
9782.0,850.0
9862.0,800.0
9947.0,850.0
10033.0,860.0
10125.0,920.0
10213.0,880.0
10297.0,840.0
10389.0,920.0
10482.0,930.0
10572.0,900.0
10657.0,850.0
10743.0,860.0
10826.0,830.0
10913.0,870.0
10997.0,840.0
11086.0,890.0
11183.0,970.0
11290.0,1070.0
11394.0,1040.0
11487.0,930.0
