valley_location,PPI
14.0,0.0
83.0,690.0
150.0,670.0
216.0,660.0
284.0,680.0
345.0,610.0
407.0,620.0
470.0,630.0
533.0,630.0
598.0,650.0
662.0,640.0
724.0,620.0
786.0,620.0
855.0,690.0
920.0,650.0
991.0,710.0
1059.0,680.0
1132.0,730.0
1202.0,700.0
1272.0,700.0
1346.0,740.0
1429.0,830.0
1515.0,860.0
1597.0,820.0
1675.0,780.0
1750.0,750.0
1828.0,780.0
1910.0,820.0
1994.0,840.0
2069.0,750.0
2148.0,790.0
2230.0,820.0
2318.0,880.0
2410.0,920.0
2496.0,860.0
2572.0,760.0
2648.0,760.0
2726.0,780.0
2809.0,830.0
2896.0,870.0
2985.0,890.0
3065.0,800.0
3143.0,780.0
3221.0,780.0
3308.0,870.0
3397.0,890.0
3485.0,880.0
3567.0,820.0
3647.0,800.0
3729.0,820.0
3818.0,890.0
3910.0,920.0
3995.0,850.0
4075.0,800.0
4157.0,820.0
4247.0,900.0
4340.0,930.0
4429.0,890.0
4512.0,830.0
4586.0,740.0
4661.0,750.0
4739.0,780.0
4822.0,830.0
4908.0,860.0
4991.0,830.0
5069.0,780.0
5155.0,860.0
5244.0,890.0
5335.0,910.0
5427.0,920.0
5508.0,810.0
5581.0,730.0
5655.0,740.0
5738.0,830.0
5820.0,820.0
5897.0,770.0
5966.0,690.0
6034.0,680.0
6101.0,670.0
6173.0,720.0
6243.0,700.0
6312.0,690.0
6381.0,690.0
6453.0,720.0
6530.0,770.0
6606.0,760.0
6684.0,780.0
6759.0,750.0
6839.0,800.0
6926.0,870.0
7015.0,890.0
7094.0,790.0
7169.0,750.0
7250.0,810.0
7333.0,830.0
7417.0,840.0
7494.0,770.0
7573.0,790.0
7659.0,860.0
7744.0,850.0
7834.0,900.0
7917.0,830.0
7993.0,760.0
8077.0,840.0
8162.0,850.0
8250.0,880.0
8340.0,900.0
8420.0,800.0
8502.0,820.0
8589.0,870.0
8680.0,910.0
8767.0,870.0
8847.0,800.0
8929.0,820.0
9014.0,850.0
9101.0,870.0
9189.0,880.0
9268.0,790.0
9351.0,830.0
9436.0,850.0
9523.0,870.0
9607.0,840.0
9685.0,780.0
9761.0,760.0
9847.0,860.0
9932.0,850.0
10020.0,880.0
10102.0,820.0
10182.0,800.0
10265.0,830.0
10347.0,820.0
10425.0,780.0
10503.0,780.0
10583.0,800.0
10668.0,850.0
10758.0,900.0
10839.0,810.0
10925.0,860.0
11008.0,830.0
11098.0,900.0
11183.0,850.0
11268.0,850.0
11349.0,810.0
11431.0,820.0
