valley_location,PPI
11.0,0.0
74.0,630.0
135.0,610.0
194.0,590.0
256.0,620.0
321.0,650.0
392.0,710.0
464.0,720.0
540.0,760.0
614.0,740.0
687.0,730.0
759.0,720.0
833.0,740.0
906.0,730.0
974.0,680.0
1040.0,660.0
1104.0,640.0
1170.0,660.0
1231.0,610.0
1308.0,770.0
1395.0,870.0
1484.0,890.0
1572.0,880.0
1655.0,830.0
1739.0,840.0
1820.0,810.0
1908.0,880.0
1991.0,830.0
2066.0,750.0
2139.0,730.0
2210.0,710.0
2285.0,750.0
2361.0,760.0
2446.0,850.0
2532.0,860.0
2608.0,760.0
2686.0,780.0
2766.0,800.0
2850.0,840.0
2934.0,840.0
3014.0,800.0
3095.0,810.0
3174.0,790.0
3253.0,790.0
3329.0,760.0
3409.0,800.0
3483.0,740.0
3563.0,800.0
3651.0,880.0
3742.0,910.0
3824.0,820.0
3899.0,750.0
3980.0,810.0
4061.0,810.0
4141.0,800.0
4225.0,840.0
4305.0,800.0
4380.0,750.0
4460.0,800.0
4544.0,840.0
4636.0,920.0
4724.0,880.0
4794.0,700.0
4869.0,750.0
4942.0,730.0
5020.0,780.0
5101.0,810.0
5183.0,820.0
5260.0,770.0
5344.0,840.0
5433.0,890.0
5517.0,840.0
5600.0,830.0
5678.0,780.0
5755.0,770.0
5831.0,760.0
5909.0,780.0
5980.0,710.0
6046.0,660.0
6115.0,690.0
6195.0,800.0
6280.0,850.0
6372.0,920.0
6461.0,890.0
6543.0,820.0
6631.0,880.0
6716.0,850.0
6801.0,850.0
6879.0,780.0
6954.0,750.0
7029.0,750.0
7104.0,750.0
7175.0,710.0
7250.0,750.0
7334.0,840.0
7421.0,870.0
7508.0,870.0
7590.0,820.0
7669.0,790.0
7754.0,850.0
7836.0,820.0
7916.0,800.0
7990.0,740.0
8065.0,750.0
8144.0,790.0
8228.0,840.0
8313.0,850.0
8397.0,840.0
8477.0,800.0
8553.0,760.0
8631.0,780.0
8718.0,870.0
8800.0,820.0
8882.0,820.0
8960.0,780.0
9044.0,840.0
9131.0,870.0
9221.0,900.0
9307.0,860.0
9382.0,750.0
9459.0,770.0
9535.0,760.0
9616.0,810.0
9697.0,810.0
9769.0,720.0
9847.0,780.0
9931.0,840.0
10023.0,920.0
10110.0,870.0
10193.0,830.0
10280.0,870.0
10372.0,920.0
10461.0,890.0
10544.0,830.0
10620.0,760.0
10696.0,760.0
10772.0,760.0
10846.0,740.0
10923.0,770.0
10997.0,740.0
11075.0,780.0
11161.0,860.0
11253.0,920.0
11345.0,920.0
11430.0,850.0
11492.0,620.0
