RRI_inf,PPI_inf,PPI_pix,label
917.96875,929.6875,950.0,0.0
929.6875,921.875,950.0,0.0
933.59375,933.59375,950.0,0.0
917.96875,917.96875,950.0,0.0
894.53125,894.53125,900.0,0.0
882.8125,882.8125,910.0,0.0
878.90625,882.8125,910.0,0.0
894.53125,890.625,910.0,0.0
894.53125,894.53125,900.0,0.0
902.34375,902.34375,940.0,0.0
890.625,890.625,900.0,0.0
886.71875,882.8125,910.0,0.0
882.8125,886.71875,910.0,0.0
925.78125,921.875,950.0,0.0
906.25,906.25,920.0,0.0
925.78125,925.78125,940.0,0.0
914.0625,917.96875,950.0,0.0
898.4375,898.4375,930.0,0.0
882.8125,882.8125,880.0,0.0
851.5625,851.5625,880.0,0.0
824.21875,832.03125,850.0,0.0
804.6875,800.78125,810.0,0.0
835.9375,832.03125,860.0,0.0
851.5625,855.46875,880.0,0.0
898.4375,890.625,910.0,0.0
906.25,910.15625,920.0,0.0
929.6875,925.78125,940.0,0.0
906.25,914.0625,940.0,0.0
894.53125,890.625,920.0,0.0
875.0,875.0,890.0,0.0
855.46875,851.5625,880.0,0.0
851.5625,859.375,880.0,0.0
843.75,835.9375,860.0,0.0
871.09375,871.09375,880.0,0.0
894.53125,898.4375,930.0,0.0
851.5625,855.46875,880.0,0.0
855.46875,855.46875,870.0,0.0
832.03125,828.125,840.0,0.0
796.875,804.6875,820.0,0.0
820.3125,812.5,830.0,0.0
828.125,828.125,840.0,0.0
800.78125,804.6875,830.0,0.0
761.71875,761.71875,790.0,0.0
769.53125,765.625,780.0,0.0
792.96875,789.0625,800.0,0.0
796.875,796.875,810.0,0.0
792.96875,796.875,820.0,0.0
804.6875,800.78125,820.0,0.0
800.78125,800.78125,850.0,0.0
824.21875,820.3125,840.0,0.0
832.03125,835.9375,820.0,0.0
792.96875,792.96875,820.0,0.0
792.96875,792.96875,820.0,0.0
777.34375,781.25,810.0,0.0
785.15625,785.15625,790.0,0.0
812.5,804.6875,820.0,0.0
812.5,816.40625,830.0,0.0
800.78125,804.6875,830.0,0.0
781.25,781.25,810.0,0.0
777.34375,769.53125,780.0,0.0
781.25,789.0625,800.0,0.0
812.5,808.59375,840.0,0.0
816.40625,816.40625,840.0,0.0
832.03125,828.125,850.0,0.0
832.03125,835.9375,850.0,0.0
847.65625,843.75,860.0,0.0
847.65625,847.65625,880.0,0.0
832.03125,835.9375,840.0,0.0
812.5,812.5,840.0,0.0
796.875,792.96875,800.0,0.0
792.96875,792.96875,830.0,0.0
777.34375,781.25,800.0,0.0
777.34375,777.34375,780.0,0.0
785.15625,777.34375,810.0,0.0
796.875,800.78125,810.0,0.0
800.78125,800.78125,810.0,0.0
800.78125,796.875,830.0,0.0
824.21875,824.21875,830.0,0.0
820.3125,824.21875,840.0,0.0
816.40625,820.3125,850.0,0.0
828.125,820.3125,840.0,0.0
812.5,812.5,840.0,0.0
804.6875,808.59375,820.0,0.0
808.59375,812.5,830.0,0.0
820.3125,812.5,830.0,0.0
828.125,828.125,850.0,0.0
839.84375,843.75,850.0,0.0
847.65625,847.65625,890.0,0.0
851.5625,851.5625,860.0,0.0
847.65625,847.65625,860.0,0.0
855.46875,859.375,890.0,0.0
859.375,855.46875,880.0,0.0
871.09375,875.0,880.0,0.0
878.90625,875.0,920.0,0.0
859.375,863.28125,850.0,0.0
855.46875,847.65625,890.0,0.0
820.3125,828.125,830.0,0.0
792.96875,792.96875,820.0,0.0
773.4375,773.4375,790.0,0.0
785.15625,781.25,800.0,0.0
816.40625,812.5,840.0,0.0
875.0,878.90625,890.0,0.0
925.78125,925.78125,940.0,0.0
929.6875,933.59375,970.0,0.0
906.25,906.25,920.0,0.0
871.09375,875.0,840.0,0.0
863.28125,859.375,920.0,0.0
855.46875,851.5625,890.0,0.0
843.75,847.65625,860.0,0.0
828.125,828.125,850.0,0.0
847.65625,847.65625,850.0,0.0
843.75,843.75,890.0,0.0
828.125,828.125,860.0,0.0
839.84375,835.9375,840.0,0.0
835.9375,835.9375,840.0,0.0
851.5625,851.5625,880.0,0.0
855.46875,859.375,880.0,0.0
839.84375,835.9375,870.0,0.0
828.125,832.03125,1150.0,0.0
816.40625,816.40625,1360.0,0.0
812.5,816.40625,830.0,0.0
820.3125,816.40625,830.0,0.0
808.59375,808.59375,810.0,0.0
792.96875,796.875,810.0,0.0
796.875,792.96875,820.0,0.0
804.6875,800.78125,800.0,0.0
777.34375,781.25,780.0,0.0
761.71875,761.71875,740.0,0.0
761.71875,757.8125,810.0,0.0
765.625,765.625,780.0,0.0
757.8125,761.71875,760.0,0.0
