RRI_inf,PPI_inf,PPI_pix,label
808.59375,691.40625,840.0,0.0
796.875,796.875,1070.0,0.0
792.96875,792.96875,1360.0,0.0
761.71875,757.8125,810.0,0.0
746.09375,742.1875,790.0,0.0
765.625,757.8125,890.0,0.0
796.875,800.78125,1130.0,0.0
789.0625,785.15625,790.0,0.0
824.21875,820.3125,920.0,0.0
859.375,859.375,880.0,0.0
859.375,863.28125,1180.0,0.0
882.8125,882.8125,820.0,0.0
878.90625,878.90625,1080.0,0.0
851.5625,859.375,1290.0,0.0
871.09375,867.1875,980.0,0.0
859.375,859.375,950.0,0.0
851.5625,855.46875,970.0,0.0
816.40625,820.3125,1240.0,0.0
859.375,855.46875,990.0,0.0
890.625,894.53125,940.0,0.0
894.53125,894.53125,640.0,0.0
917.96875,910.15625,920.0,0.0
937.5,941.40625,920.0,0.0
953.125,953.125,890.0,0.0
941.40625,933.59375,910.0,0.0
945.3125,945.3125,870.0,0.0
941.40625,945.3125,930.0,0.0
906.25,906.25,910.0,0.0
902.34375,898.4375,950.0,0.0
882.8125,886.71875,960.0,0.0
875.0,875.0,950.0,0.0
886.71875,882.8125,970.0,0.0
871.09375,871.09375,960.0,0.0
898.4375,898.4375,990.0,0.0
898.4375,898.4375,890.0,0.0
917.96875,914.0625,940.0,0.0
949.21875,953.125,890.0,0.0
921.875,921.875,900.0,0.0
949.21875,949.21875,910.0,0.0
945.3125,949.21875,1200.0,0.0
929.6875,929.6875,650.0,0.0
917.96875,917.96875,980.0,0.0
898.4375,902.34375,940.0,0.0
878.90625,882.8125,1190.0,0.0
871.09375,867.1875,890.0,0.0
890.625,886.71875,860.0,0.0
925.78125,929.6875,900.0,0.0
914.0625,910.15625,1000.0,0.0
937.5,937.5,1100.0,0.0
910.15625,910.15625,860.0,0.0
867.1875,871.09375,820.0,0.0
867.1875,859.375,870.0,0.0
843.75,843.75,900.0,0.0
843.75,847.65625,890.0,0.0
796.875,796.875,880.0,0.0
804.6875,800.78125,890.0,0.0
804.6875,804.6875,1640.0,0.0
824.21875,824.21875,810.0,0.0
812.5,812.5,750.0,0.0
859.375,859.375,690.0,0.0
875.0,875.0,710.0,0.0
878.90625,878.90625,660.0,0.0
863.28125,851.5625,690.0,0.0
859.375,867.1875,690.0,0.0
820.3125,828.125,720.0,0.0
789.0625,785.15625,710.0,0.0
773.4375,773.4375,760.0,0.0
734.375,734.375,770.0,0.0
691.40625,695.3125,820.0,0.0
664.0625,660.15625,850.0,0.0
667.96875,664.0625,830.0,0.0
675.78125,675.78125,800.0,0.0
679.6875,679.6875,840.0,0.0
695.3125,695.3125,810.0,0.0
710.9375,707.03125,780.0,0.0
730.46875,730.46875,740.0,0.0
765.625,765.625,820.0,0.0
796.875,800.78125,770.0,0.0
816.40625,812.5,820.0,0.0
808.59375,816.40625,870.0,0.0
812.5,808.59375,890.0,0.0
800.78125,804.6875,910.0,0.0
781.25,777.34375,900.0,0.0
769.53125,773.4375,940.0,0.0
757.8125,757.8125,1180.0,0.0
750.0,750.0,1520.0,0.0
769.53125,765.625,910.0,0.0
804.6875,800.78125,890.0,0.0
843.75,847.65625,910.0,0.0
855.46875,859.375,1160.0,0.0
902.34375,894.53125,650.0,0.0
898.4375,898.4375,770.0,0.0
894.53125,898.4375,1040.0,0.0
886.71875,886.71875,920.0,0.0
882.8125,882.8125,930.0,0.0
886.71875,886.71875,910.0,0.0
882.8125,882.8125,930.0,0.0
875.0,875.0,910.0,0.0
875.0,878.90625,880.0,0.0
882.8125,882.8125,870.0,0.0
902.34375,902.34375,880.0,0.0
898.4375,902.34375,840.0,0.0
875.0,871.09375,860.0,0.0
890.625,886.71875,850.0,0.0
894.53125,898.4375,890.0,0.0
914.0625,914.0625,930.0,0.0
894.53125,894.53125,920.0,0.0
902.34375,898.4375,930.0,0.0
867.1875,871.09375,840.0,0.0
847.65625,851.5625,870.0,0.0
832.03125,832.03125,860.0,0.0
828.125,824.21875,880.0,0.0
839.84375,839.84375,850.0,0.0
851.5625,855.46875,840.0,0.0
882.8125,882.8125,740.0,0.0
894.53125,890.625,690.0,0.0
890.625,890.625,1090.0,0.0
902.34375,902.34375,780.0,0.0
859.375,863.28125,870.0,0.0
832.03125,832.03125,850.0,0.0
839.84375,832.03125,850.0,0.0
843.75,843.75,840.0,0.0
843.75,843.75,830.0,0.0
820.3125,824.21875,780.0,0.0
816.40625,812.5,820.0,0.0
824.21875,828.125,780.0,0.0
820.3125,820.3125,780.0,0.0
