RRI_inf,PPI_inf,PPI_pix,label
871.09375,871.09375,660.0,0.0
882.8125,882.8125,740.0,0.0
886.71875,886.71875,760.0,0.0
886.71875,886.71875,840.0,0.0
835.9375,835.9375,910.0,0.0
863.28125,863.28125,890.0,0.0
835.9375,839.84375,890.0,0.0
851.5625,847.65625,930.0,0.0
851.5625,855.46875,870.0,0.0
894.53125,890.625,900.0,0.0
960.9375,964.84375,1120.0,0.0
968.75,968.75,1430.0,0.0
937.5,933.59375,950.0,0.0
898.4375,906.25,970.0,0.0
859.375,859.375,760.0,0.0
820.3125,824.21875,1170.0,0.0
855.46875,851.5625,960.0,0.0
867.1875,863.28125,870.0,0.0
906.25,906.25,850.0,0.0
925.78125,925.78125,850.0,0.0
910.15625,910.15625,880.0,0.0
902.34375,906.25,970.0,0.0
867.1875,867.1875,880.0,0.0
863.28125,863.28125,970.0,0.0
863.28125,859.375,930.0,0.0
855.46875,855.46875,870.0,0.0
863.28125,863.28125,790.0,0.0
886.71875,882.8125,920.0,0.0
898.4375,902.34375,800.0,0.0
855.46875,859.375,1010.0,0.0
859.375,859.375,920.0,0.0
835.9375,832.03125,920.0,0.0
808.59375,816.40625,870.0,0.0
824.21875,816.40625,850.0,0.0
824.21875,824.21875,860.0,0.0
832.03125,832.03125,670.0,0.0
804.6875,808.59375,1010.0,0.0
824.21875,820.3125,860.0,0.0
835.9375,835.9375,850.0,0.0
832.03125,832.03125,820.0,0.0
835.9375,832.03125,830.0,0.0
835.9375,839.84375,860.0,0.0
839.84375,839.84375,860.0,0.0
808.59375,808.59375,1130.0,0.0
824.21875,824.21875,1420.0,0.0
816.40625,816.40625,860.0,0.0
796.875,796.875,830.0,0.0
750.0,753.90625,840.0,0.0
769.53125,761.71875,800.0,0.0
777.34375,781.25,780.0,0.0
804.6875,804.6875,770.0,0.0
800.78125,800.78125,800.0,0.0
839.84375,835.9375,820.0,0.0
839.84375,843.75,840.0,0.0
839.84375,839.84375,840.0,0.0
832.03125,832.03125,850.0,0.0
824.21875,824.21875,820.0,0.0
765.625,769.53125,910.0,0.0
718.75,718.75,850.0,0.0
679.6875,671.875,790.0,0.0
667.96875,671.875,710.0,0.0
667.96875,664.0625,680.0,0.0
703.125,703.125,700.0,0.0
722.65625,726.5625,690.0,0.0
781.25,773.4375,710.0,0.0
871.09375,871.09375,720.0,0.0
906.25,910.15625,820.0,0.0
906.25,906.25,890.0,0.0
925.78125,925.78125,900.0,0.0
921.875,925.78125,950.0,0.0
863.28125,863.28125,950.0,0.0
835.9375,835.9375,920.0,0.0
812.5,812.5,900.0,0.0
769.53125,769.53125,870.0,0.0
816.40625,812.5,1120.0,0.0
828.125,832.03125,1320.0,0.0
828.125,828.125,840.0,0.0
828.125,828.125,880.0,0.0
894.53125,890.625,830.0,0.0
949.21875,949.21875,920.0,0.0
980.46875,984.375,950.0,0.0
972.65625,972.65625,1020.0,0.0
933.59375,933.59375,990.0,0.0
882.8125,890.625,960.0,0.0
875.0,867.1875,910.0,0.0
851.5625,855.46875,900.0,0.0
863.28125,863.28125,880.0,0.0
875.0,871.09375,860.0,0.0
914.0625,914.0625,900.0,0.0
937.5,937.5,920.0,0.0
937.5,941.40625,970.0,0.0
941.40625,937.5,980.0,0.0
945.3125,945.3125,950.0,0.0
933.59375,937.5,960.0,0.0
910.15625,910.15625,1270.0,0.0
914.0625,914.0625,1560.0,0.0
917.96875,917.96875,940.0,0.0
890.625,894.53125,910.0,0.0
906.25,902.34375,910.0,0.0
914.0625,914.0625,930.0,0.0
886.71875,890.625,930.0,0.0
890.625,886.71875,900.0,0.0
886.71875,882.8125,900.0,0.0
871.09375,878.90625,900.0,0.0
855.46875,851.5625,870.0,0.0
875.0,875.0,900.0,0.0
875.0,875.0,890.0,0.0
835.9375,839.84375,870.0,0.0
875.0,867.1875,860.0,0.0
847.65625,851.5625,900.0,0.0
851.5625,851.5625,870.0,0.0
824.21875,824.21875,830.0,0.0
859.375,859.375,880.0,0.0
894.53125,894.53125,920.0,0.0
878.90625,878.90625,880.0,0.0
875.0,875.0,910.0,0.0
851.5625,851.5625,860.0,0.0
835.9375,835.9375,870.0,0.0
816.40625,820.3125,840.0,0.0
839.84375,835.9375,850.0,0.0
839.84375,839.84375,850.0,0.0
898.4375,898.4375,920.0,0.0
886.71875,886.71875,930.0,0.0
882.8125,882.8125,880.0,0.0
882.8125,882.8125,910.0,0.0
