valley_location,PPI
567.0,0.0
665.0,980.0
766.0,1010.0
869.0,1030.0
970.0,1010.0
1071.0,1010.0
1170.0,990.0
1266.0,960.0
1363.0,970.0
1463.0,1000.0
1565.0,1020.0
1663.0,980.0
1764.0,1010.0
1864.0,1000.0
1967.0,1030.0
2064.0,970.0
2161.0,970.0
2260.0,990.0
2360.0,1000.0
2458.0,980.0
2559.0,1010.0
2662.0,1030.0
2762.0,1000.0
2859.0,970.0
2961.0,1020.0
3067.0,1060.0
3173.0,1060.0
3278.0,1050.0
3380.0,1020.0
3478.0,980.0
3573.0,950.0
3668.0,950.0
3765.0,970.0
3866.0,1010.0
3961.0,950.0
4061.0,1000.0
4161.0,1000.0
4263.0,1020.0
4364.0,1010.0
4457.0,930.0
4554.0,970.0
4652.0,980.0
4749.0,970.0
4842.0,930.0
4938.0,960.0
5031.0,930.0
5124.0,930.0
5215.0,910.0
5305.0,900.0
5398.0,930.0
5495.0,970.0
5587.0,920.0
5681.0,940.0
5776.0,950.0
5869.0,930.0
5962.0,930.0
6057.0,950.0
6154.0,970.0
6249.0,950.0
6340.0,910.0
6431.0,910.0
6525.0,940.0
6620.0,950.0
6711.0,910.0
6806.0,950.0
6901.0,950.0
6998.0,970.0
7090.0,920.0
7182.0,920.0
7274.0,920.0
7364.0,900.0
7451.0,870.0
7542.0,910.0
7632.0,900.0
7724.0,920.0
7814.0,900.0
7903.0,890.0
7994.0,910.0
8085.0,910.0
8174.0,890.0
8264.0,900.0
8354.0,900.0
8443.0,890.0
8529.0,860.0
8614.0,850.0
8701.0,870.0
8790.0,890.0
8878.0,880.0
8964.0,860.0
9051.0,870.0
9139.0,880.0
9227.0,880.0
9315.0,880.0
9404.0,890.0
9496.0,920.0
9587.0,910.0
9675.0,880.0
9764.0,890.0
9855.0,910.0
9951.0,960.0
10041.0,900.0
10128.0,870.0
10212.0,840.0
10296.0,840.0
10379.0,830.0
10464.0,850.0
10554.0,900.0
10653.0,990.0
10749.0,960.0
10842.0,930.0
10937.0,950.0
11030.0,930.0
11120.0,900.0
11204.0,840.0
11289.0,850.0
11373.0,840.0
11457.0,840.0
