valley_location,PPI
106.0,0.0
187.0,810.0
265.0,780.0
343.0,780.0
423.0,800.0
503.0,800.0
583.0,800.0
664.0,810.0
746.0,820.0
831.0,850.0
919.0,880.0
1008.0,890.0
1097.0,890.0
1180.0,830.0
1262.0,820.0
1342.0,800.0
1420.0,780.0
1498.0,780.0
1581.0,830.0
1664.0,830.0
1753.0,890.0
1843.0,900.0
1931.0,880.0
2019.0,880.0
2103.0,840.0
2187.0,840.0
2269.0,820.0
2355.0,860.0
2441.0,860.0
2529.0,880.0
2617.0,880.0
2702.0,850.0
2790.0,880.0
2871.0,810.0
2950.0,790.0
3026.0,760.0
3105.0,790.0
3184.0,790.0
3261.0,770.0
3337.0,760.0
3407.0,700.0
3479.0,720.0
3548.0,690.0
3621.0,730.0
3693.0,720.0
3763.0,700.0
3837.0,740.0
3920.0,830.0
3999.0,790.0
4081.0,820.0
4165.0,840.0
4250.0,850.0
4330.0,800.0
4410.0,800.0
4495.0,850.0
4581.0,860.0
4668.0,870.0
4755.0,870.0
4842.0,870.0
4930.0,880.0
5018.0,880.0
5106.0,880.0
5197.0,910.0
5283.0,860.0
5368.0,850.0
5454.0,860.0
5539.0,850.0
5624.0,850.0
5710.0,860.0
5796.0,860.0
5884.0,880.0
5970.0,860.0
6058.0,880.0
6139.0,810.0
6222.0,830.0
6305.0,830.0
6388.0,830.0
6466.0,780.0
6550.0,840.0
6633.0,830.0
6720.0,870.0
6804.0,840.0
6892.0,880.0
6979.0,870.0
7065.0,860.0
7149.0,840.0
7232.0,830.0
7314.0,820.0
7392.0,780.0
7474.0,820.0
7558.0,840.0
7642.0,840.0
7726.0,840.0
7813.0,870.0
7900.0,870.0
7986.0,860.0
8071.0,850.0
8155.0,840.0
8236.0,810.0
8316.0,800.0
8398.0,820.0
8480.0,820.0
8563.0,830.0
8644.0,810.0
8729.0,850.0
8815.0,860.0
8899.0,840.0
8981.0,820.0
9069.0,880.0
9154.0,850.0
9242.0,880.0
9327.0,850.0
9409.0,820.0
9486.0,770.0
9561.0,750.0
9640.0,790.0
9724.0,840.0
9809.0,850.0
9898.0,890.0
9989.0,910.0
10079.0,900.0
10169.0,900.0
10257.0,880.0
10339.0,820.0
10421.0,820.0
10503.0,820.0
10584.0,810.0
10665.0,810.0
10744.0,790.0
10825.0,810.0
10903.0,780.0
10981.0,780.0
11061.0,800.0
11141.0,800.0
11218.0,770.0
11298.0,800.0
11378.0,800.0
11454.0,760.0
