valley_location,PPI
15.0,0.0
111.0,960.0
205.0,940.0
307.0,1020.0
400.0,930.0
488.0,880.0
574.0,860.0
659.0,850.0
745.0,860.0
833.0,880.0
926.0,930.0
1019.0,930.0
1115.0,960.0
1207.0,920.0
1298.0,910.0
1387.0,890.0
1471.0,840.0
1551.0,800.0
1626.0,750.0
1698.0,720.0
1771.0,730.0
1848.0,770.0
1924.0,760.0
2001.0,770.0
2083.0,820.0
2166.0,830.0
2251.0,850.0
2335.0,840.0
2420.0,850.0
2499.0,790.0
2579.0,800.0
2656.0,770.0
2732.0,760.0
2811.0,790.0
2890.0,790.0
2976.0,860.0
3064.0,880.0
3149.0,850.0
3236.0,870.0
3324.0,880.0
3412.0,880.0
3500.0,880.0
3584.0,840.0
3667.0,830.0
3754.0,870.0
3834.0,800.0
3918.0,840.0
4000.0,820.0
4084.0,840.0
4169.0,850.0
4258.0,890.0
4345.0,870.0
4437.0,920.0
4527.0,900.0
4618.0,910.0
4700.0,820.0
4784.0,840.0
4871.0,870.0
4955.0,840.0
5040.0,850.0
5123.0,830.0
5207.0,840.0
5291.0,840.0
5375.0,840.0
5462.0,870.0
5548.0,860.0
5631.0,830.0
5712.0,810.0
5793.0,810.0
5872.0,790.0
6021.0,1490.0
6100.0,790.0
6180.0,800.0
6256.0,760.0
6335.0,790.0
6416.0,810.0
6488.0,720.0
6563.0,750.0
6637.0,740.0
6710.0,730.0
6787.0,770.0
6862.0,750.0
6942.0,800.0
7021.0,790.0
7096.0,750.0
7178.0,820.0
7257.0,790.0
7340.0,830.0
7425.0,850.0
7504.0,790.0
7593.0,890.0
7682.0,890.0
7769.0,870.0
7855.0,860.0
7940.0,850.0
8026.0,860.0
8111.0,850.0
8193.0,820.0
8279.0,860.0
8364.0,850.0
8447.0,830.0
8535.0,880.0
8624.0,890.0
8711.0,870.0
8800.0,890.0
8889.0,890.0
8977.0,880.0
9059.0,820.0
9146.0,870.0
9229.0,830.0
9314.0,850.0
9398.0,840.0
9481.0,830.0
9567.0,860.0
9650.0,830.0
9734.0,840.0
9824.0,900.0
9914.0,900.0
10003.0,890.0
10092.0,890.0
10180.0,880.0
10264.0,840.0
10348.0,840.0
10429.0,810.0
10511.0,820.0
10588.0,770.0
10670.0,820.0
10753.0,830.0
10835.0,820.0
10912.0,770.0
10993.0,810.0
11075.0,820.0
11159.0,840.0
11242.0,830.0
11327.0,850.0
11410.0,830.0
11492.0,820.0
