valley_location,PPI
122.0,0.0
185.0,630.0
320.0,1350.0
402.0,820.0
486.0,840.0
564.0,780.0
644.0,800.0
722.0,780.0
795.0,730.0
869.0,740.0
942.0,730.0
1015.0,730.0
1090.0,750.0
1166.0,760.0
1242.0,760.0
1323.0,810.0
1401.0,780.0
1480.0,790.0
1560.0,800.0
1643.0,830.0
1727.0,840.0
1808.0,810.0
1890.0,820.0
1971.0,810.0
2057.0,860.0
2142.0,850.0
2229.0,870.0
2310.0,810.0
2392.0,820.0
2475.0,830.0
2560.0,850.0
2645.0,850.0
2727.0,820.0
2815.0,880.0
2904.0,890.0
2995.0,910.0
3084.0,890.0
3172.0,880.0
3258.0,860.0
3346.0,880.0
3431.0,850.0
3512.0,810.0
3594.0,820.0
3675.0,810.0
3758.0,830.0
3837.0,790.0
3919.0,820.0
4004.0,850.0
4090.0,860.0
4173.0,830.0
4254.0,810.0
4339.0,850.0
4420.0,810.0
4501.0,810.0
4578.0,770.0
4654.0,760.0
4727.0,730.0
4801.0,740.0
4870.0,690.0
4939.0,690.0
5008.0,690.0
5076.0,680.0
5141.0,650.0
5210.0,690.0
5281.0,710.0
5359.0,780.0
5444.0,850.0
5530.0,860.0
5612.0,820.0
5696.0,840.0
5784.0,880.0
5874.0,900.0
5963.0,890.0
6049.0,860.0
6130.0,810.0
6215.0,850.0
6300.0,850.0
6386.0,860.0
6477.0,910.0
6567.0,900.0
6657.0,900.0
6748.0,910.0
6840.0,920.0
6929.0,890.0
7016.0,870.0
7104.0,880.0
7194.0,900.0
7285.0,910.0
7371.0,860.0
7456.0,850.0
7544.0,880.0
7634.0,900.0
7726.0,920.0
7816.0,900.0
7911.0,950.0
8007.0,960.0
8103.0,960.0
8192.0,890.0
8280.0,880.0
8365.0,850.0
8451.0,860.0
8535.0,840.0
8619.0,840.0
8708.0,890.0
8803.0,950.0
8896.0,930.0
8993.0,970.0
9091.0,980.0
9189.0,980.0
9279.0,900.0
9366.0,870.0
9452.0,860.0
9536.0,840.0
9618.0,820.0
9699.0,810.0
9787.0,880.0
9878.0,910.0
9973.0,950.0
10062.0,890.0
10157.0,950.0
10249.0,920.0
10342.0,930.0
10431.0,890.0
10523.0,920.0
10616.0,930.0
10706.0,900.0
10794.0,880.0
10886.0,920.0
10980.0,940.0
11076.0,960.0
11169.0,930.0
11265.0,960.0
11361.0,960.0
11455.0,940.0
