valley_location,PPI
28.0,0.0
94.0,660.0
157.0,630.0
220.0,630.0
285.0,650.0
349.0,640.0
413.0,640.0
477.0,640.0
539.0,620.0
605.0,660.0
671.0,660.0
732.0,610.0
803.0,710.0
869.0,660.0
931.0,620.0
998.0,670.0
1066.0,680.0
1128.0,620.0
1237.0,1090.0
1311.0,740.0
1385.0,740.0
1449.0,640.0
1508.0,590.0
1568.0,600.0
1631.0,630.0
1693.0,620.0
1758.0,650.0
1824.0,660.0
1883.0,590.0
1948.0,650.0
2015.0,670.0
2078.0,630.0
2143.0,650.0
2210.0,670.0
2272.0,620.0
2338.0,660.0
2403.0,650.0
2468.0,650.0
2535.0,670.0
2598.0,630.0
2663.0,650.0
2725.0,620.0
2788.0,630.0
2854.0,660.0
2918.0,640.0
2982.0,640.0
3046.0,640.0
3112.0,660.0
3174.0,620.0
3239.0,650.0
3301.0,620.0
3367.0,660.0
3433.0,660.0
3496.0,630.0
3561.0,650.0
3628.0,670.0
3693.0,650.0
3761.0,680.0
3825.0,640.0
3891.0,660.0
3958.0,670.0
4026.0,680.0
4092.0,660.0
4157.0,650.0
4224.0,670.0
4290.0,660.0
4357.0,670.0
4420.0,630.0
4489.0,690.0
4557.0,680.0
4626.0,690.0
4693.0,670.0
4760.0,670.0
4827.0,670.0
4896.0,690.0
4964.0,680.0
5032.0,680.0
5103.0,710.0
5172.0,690.0
5241.0,690.0
5306.0,650.0
5374.0,680.0
5441.0,670.0
5506.0,650.0
5575.0,690.0
5639.0,640.0
5710.0,710.0
5776.0,660.0
5844.0,680.0
5915.0,710.0
5982.0,670.0
6048.0,660.0
6115.0,670.0
6182.0,670.0
6252.0,700.0
6319.0,670.0
6384.0,650.0
6451.0,670.0
6521.0,700.0
6587.0,660.0
6653.0,660.0
6722.0,690.0
6789.0,670.0
6860.0,710.0
6924.0,640.0
6988.0,640.0
7052.0,640.0
7115.0,630.0
7180.0,650.0
7243.0,630.0
7303.0,600.0
7369.0,660.0
7435.0,660.0
7501.0,660.0
7567.0,660.0
7633.0,660.0
7698.0,650.0
7763.0,650.0
7826.0,630.0
7895.0,690.0
7959.0,640.0
8024.0,650.0
8087.0,630.0
8145.0,580.0
8216.0,710.0
8276.0,600.0
8341.0,650.0
8402.0,610.0
8461.0,590.0
8523.0,620.0
8590.0,670.0
8656.0,660.0
8726.0,700.0
8795.0,690.0
8864.0,690.0
8942.0,780.0
9014.0,720.0
9083.0,690.0
9152.0,690.0
9226.0,740.0
9293.0,670.0
9359.0,660.0
9424.0,650.0
9489.0,650.0
9554.0,650.0
9618.0,640.0
9683.0,650.0
9750.0,670.0
9819.0,690.0
9885.0,660.0
9955.0,700.0
10025.0,700.0
10096.0,710.0
10168.0,720.0
10237.0,690.0
10306.0,690.0
10373.0,670.0
10444.0,710.0
10513.0,690.0
10583.0,700.0
10651.0,680.0
10719.0,680.0
10785.0,660.0
10853.0,680.0
10924.0,710.0
10996.0,720.0
11066.0,700.0
11137.0,710.0
11207.0,700.0
11278.0,710.0
11346.0,680.0
11415.0,690.0
11483.0,680.0
