valley_location,PPI
55.0,0.0
125.0,700.0
195.0,700.0
266.0,710.0
335.0,690.0
403.0,680.0
472.0,690.0
541.0,690.0
608.0,670.0
677.0,690.0
745.0,680.0
815.0,700.0
884.0,690.0
952.0,680.0
1022.0,700.0
1094.0,720.0
1163.0,690.0
1226.0,630.0
1292.0,660.0
1361.0,690.0
1427.0,660.0
1493.0,660.0
1557.0,640.0
1623.0,660.0
1691.0,680.0
1760.0,690.0
1824.0,640.0
1892.0,680.0
1961.0,690.0
2032.0,710.0
2101.0,690.0
2168.0,670.0
2237.0,690.0
2305.0,680.0
2373.0,680.0
2440.0,670.0
2504.0,640.0
2571.0,670.0
2638.0,670.0
2708.0,700.0
2778.0,700.0
2848.0,700.0
2921.0,730.0
2993.0,720.0
3062.0,690.0
3133.0,710.0
3205.0,720.0
3278.0,730.0
3346.0,680.0
3416.0,700.0
3487.0,710.0
3560.0,730.0
3627.0,670.0
3691.0,640.0
3761.0,700.0
3829.0,680.0
3901.0,720.0
3971.0,700.0
4041.0,700.0
4112.0,710.0
4185.0,730.0
4255.0,700.0
4323.0,680.0
4392.0,690.0
4465.0,730.0
4534.0,690.0
4600.0,660.0
4669.0,690.0
4738.0,690.0
4808.0,700.0
4878.0,700.0
4947.0,690.0
5018.0,710.0
5089.0,710.0
5157.0,680.0
5225.0,680.0
5294.0,690.0
5365.0,710.0
5435.0,700.0
5503.0,680.0
5571.0,680.0
5639.0,680.0
5706.0,670.0
5771.0,650.0
5838.0,670.0
5905.0,670.0
5974.0,690.0
6044.0,700.0
6114.0,700.0
6182.0,680.0
6252.0,700.0
6320.0,680.0
6387.0,670.0
6456.0,690.0
6524.0,680.0
6586.0,620.0
6652.0,660.0
6715.0,630.0
6783.0,680.0
6848.0,650.0
6912.0,640.0
6978.0,660.0
7045.0,670.0
7112.0,670.0
7178.0,660.0
7246.0,680.0
7314.0,680.0
7384.0,700.0
7450.0,660.0
7515.0,650.0
7581.0,660.0
7645.0,640.0
7712.0,670.0
7776.0,640.0
7842.0,660.0
7907.0,650.0
8017.0,1100.0
8109.0,920.0
8176.0,670.0
8245.0,690.0
8312.0,670.0
8379.0,670.0
8446.0,670.0
8517.0,710.0
8586.0,690.0
8700.0,1140.0
8793.0,930.0
8866.0,730.0
8936.0,700.0
9003.0,670.0
9072.0,690.0
9140.0,680.0
9209.0,690.0
9273.0,640.0
9341.0,680.0
9410.0,690.0
9481.0,710.0
9549.0,680.0
9619.0,700.0
9690.0,710.0
9760.0,700.0
9832.0,720.0
9895.0,630.0
9996.0,1010.0
10103.0,1070.0
10171.0,680.0
10238.0,670.0
10305.0,670.0
10373.0,680.0
10432.0,590.0
10507.0,750.0
10573.0,660.0
10643.0,700.0
10714.0,710.0
10781.0,670.0
10847.0,660.0
10914.0,670.0
10987.0,730.0
11056.0,690.0
11123.0,670.0
11189.0,660.0
11258.0,690.0
11328.0,700.0
11396.0,680.0
11461.0,650.0
