valley_location,PPI
36.0,0.0
107.0,710.0
181.0,740.0
256.0,750.0
329.0,730.0
399.0,700.0
470.0,710.0
529.0,590.0
656.0,1270.0
716.0,600.0
777.0,610.0
838.0,610.0
896.0,580.0
956.0,600.0
1013.0,570.0
1133.0,1200.0
1188.0,550.0
1243.0,550.0
1299.0,560.0
1361.0,620.0
1422.0,610.0
1484.0,620.0
1545.0,610.0
1606.0,610.0
1666.0,600.0
1778.0,1120.0
1841.0,630.0
1901.0,600.0
1960.0,590.0
2026.0,660.0
2099.0,730.0
2173.0,740.0
2252.0,790.0
2333.0,810.0
2407.0,740.0
2476.0,690.0
2547.0,710.0
2617.0,700.0
2691.0,740.0
2764.0,730.0
2834.0,700.0
2905.0,710.0
2976.0,710.0
3042.0,660.0
3113.0,710.0
3183.0,700.0
3257.0,740.0
3332.0,750.0
3406.0,740.0
3477.0,710.0
3546.0,690.0
3614.0,680.0
3681.0,670.0
3746.0,650.0
3812.0,660.0
3877.0,650.0
3942.0,650.0
4008.0,660.0
4074.0,660.0
4142.0,680.0
4211.0,690.0
4282.0,710.0
4355.0,730.0
4430.0,750.0
4502.0,720.0
4575.0,730.0
4646.0,710.0
4717.0,710.0
4784.0,670.0
4852.0,680.0
4919.0,670.0
4985.0,660.0
5051.0,660.0
5119.0,680.0
5188.0,690.0
5260.0,720.0
5333.0,730.0
5407.0,740.0
5478.0,710.0
5549.0,710.0
5624.0,750.0
5698.0,740.0
5771.0,730.0
5842.0,710.0
5909.0,670.0
5978.0,690.0
6047.0,690.0
6114.0,670.0
6182.0,680.0
6248.0,660.0
6314.0,660.0
6382.0,680.0
6451.0,690.0
6519.0,680.0
6588.0,690.0
6656.0,680.0
6721.0,650.0
6787.0,660.0
6855.0,680.0
6925.0,700.0
6996.0,710.0
7062.0,660.0
7130.0,680.0
7192.0,620.0
7257.0,650.0
7417.0,1600.0
7510.0,930.0
7581.0,710.0
7644.0,630.0
7720.0,760.0
7796.0,760.0
7873.0,770.0
7945.0,720.0
8019.0,740.0
8086.0,670.0
8149.0,630.0
8214.0,650.0
8278.0,640.0
8341.0,630.0
8414.0,730.0
8470.0,560.0
8544.0,740.0
8614.0,700.0
8687.0,730.0
8761.0,740.0
8833.0,720.0
8910.0,770.0
8983.0,730.0
9056.0,730.0
9128.0,720.0
9196.0,680.0
9263.0,670.0
9328.0,650.0
9393.0,650.0
9458.0,650.0
9522.0,640.0
9586.0,640.0
9653.0,670.0
9725.0,720.0
9797.0,720.0
9868.0,710.0
9935.0,670.0
10003.0,680.0
10073.0,700.0
10144.0,710.0
10211.0,670.0
10277.0,660.0
10343.0,660.0
10410.0,670.0
10479.0,690.0
10550.0,710.0
10621.0,710.0
10689.0,680.0
10759.0,700.0
10827.0,680.0
10891.0,640.0
10956.0,650.0
11021.0,650.0
11090.0,690.0
11161.0,710.0
11232.0,710.0
11304.0,720.0
11372.0,680.0
11445.0,730.0
