valley_location,PPI
189.0,0.0
258.0,690.0
322.0,640.0
390.0,680.0
450.0,600.0
508.0,580.0
574.0,660.0
638.0,640.0
707.0,690.0
785.0,780.0
867.0,820.0
951.0,840.0
1034.0,830.0
1113.0,790.0
1193.0,800.0
1267.0,740.0
1341.0,740.0
1417.0,760.0
1491.0,740.0
1567.0,760.0
1636.0,690.0
1709.0,730.0
1777.0,680.0
1842.0,650.0
1908.0,660.0
1976.0,680.0
2046.0,700.0
2117.0,710.0
2190.0,730.0
2263.0,730.0
2340.0,770.0
2414.0,740.0
2491.0,770.0
2564.0,730.0
2637.0,730.0
2707.0,700.0
2775.0,680.0
2846.0,710.0
2919.0,730.0
2988.0,690.0
3057.0,690.0
3127.0,700.0
3194.0,670.0
3265.0,710.0
3338.0,730.0
3412.0,740.0
3484.0,720.0
3555.0,710.0
3627.0,720.0
3698.0,710.0
3770.0,720.0
3842.0,720.0
3914.0,720.0
3986.0,720.0
4060.0,740.0
4128.0,680.0
4197.0,690.0
4264.0,670.0
4329.0,650.0
4397.0,680.0
4467.0,700.0
4533.0,660.0
4600.0,670.0
4670.0,700.0
4742.0,720.0
4812.0,700.0
4883.0,710.0
4952.0,690.0
5021.0,690.0
5090.0,690.0
5160.0,700.0
5230.0,700.0
5300.0,700.0
5366.0,660.0
5437.0,710.0
5505.0,680.0
5571.0,660.0
5634.0,630.0
5706.0,720.0
5767.0,610.0
5843.0,760.0
5918.0,750.0
5985.0,670.0
6091.0,1060.0
6198.0,1070.0
6268.0,700.0
6337.0,690.0
6406.0,690.0
6475.0,690.0
6543.0,680.0
6608.0,650.0
6677.0,690.0
6745.0,680.0
6812.0,670.0
6881.0,690.0
6949.0,680.0
7013.0,640.0
7078.0,650.0
7142.0,640.0
7206.0,640.0
7269.0,630.0
7339.0,700.0
7411.0,720.0
7486.0,750.0
7562.0,760.0
7636.0,740.0
7708.0,720.0
7779.0,710.0
7850.0,710.0
7919.0,690.0
7990.0,710.0
8056.0,660.0
8123.0,670.0
8191.0,680.0
8258.0,670.0
8326.0,680.0
8394.0,680.0
8462.0,680.0
8532.0,700.0
8606.0,740.0
8682.0,760.0
8761.0,790.0
8837.0,760.0
8909.0,720.0
8977.0,680.0
9046.0,690.0
9111.0,650.0
9178.0,670.0
9246.0,680.0
9316.0,700.0
9386.0,700.0
9454.0,680.0
9524.0,700.0
9593.0,690.0
9663.0,700.0
9734.0,710.0
9807.0,730.0
9882.0,750.0
9956.0,740.0
10023.0,670.0
10095.0,720.0
10164.0,690.0
10235.0,710.0
10307.0,720.0
10378.0,710.0
10452.0,740.0
10525.0,730.0
10596.0,710.0
10666.0,700.0
10738.0,720.0
10807.0,690.0
10879.0,720.0
10952.0,730.0
11026.0,740.0
11096.0,700.0
11168.0,720.0
11238.0,700.0
11308.0,700.0
11379.0,710.0
11493.0,1140.0
