valley_location,PPI
51.0,0.0
118.0,670.0
185.0,670.0
299.0,1140.0
482.0,1830.0
578.0,960.0
642.0,640.0
710.0,680.0
773.0,630.0
842.0,690.0
911.0,690.0
976.0,650.0
1045.0,690.0
1111.0,660.0
1179.0,680.0
1244.0,650.0
1309.0,650.0
1373.0,640.0
1439.0,660.0
1502.0,630.0
1566.0,640.0
1633.0,670.0
1703.0,700.0
1772.0,690.0
1848.0,760.0
1920.0,720.0
1992.0,720.0
2059.0,670.0
2130.0,710.0
2201.0,710.0
2271.0,700.0
2338.0,670.0
2406.0,680.0
2475.0,690.0
2546.0,710.0
2617.0,710.0
2689.0,720.0
2760.0,710.0
2833.0,730.0
2903.0,700.0
2972.0,690.0
3041.0,690.0
3111.0,700.0
3179.0,680.0
3249.0,700.0
3322.0,730.0
3395.0,730.0
3466.0,710.0
3537.0,710.0
3608.0,710.0
3677.0,690.0
3743.0,660.0
3813.0,700.0
3883.0,700.0
3955.0,720.0
4025.0,700.0
4093.0,680.0
4161.0,680.0
4229.0,680.0
4296.0,670.0
4361.0,650.0
4429.0,680.0
4497.0,680.0
4564.0,670.0
4634.0,700.0
4706.0,720.0
4780.0,740.0
4849.0,690.0
4920.0,710.0
4989.0,690.0
5060.0,710.0
5128.0,680.0
5194.0,660.0
5261.0,670.0
5329.0,680.0
5396.0,670.0
5466.0,700.0
5534.0,680.0
5602.0,680.0
5673.0,710.0
5742.0,690.0
5813.0,710.0
5883.0,700.0
5951.0,680.0
6023.0,720.0
6093.0,700.0
6162.0,690.0
6230.0,680.0
6300.0,700.0
6369.0,690.0
6443.0,740.0
6511.0,680.0
6579.0,680.0
6649.0,700.0
6718.0,690.0
6783.0,650.0
6851.0,680.0
6920.0,690.0
6989.0,690.0
7055.0,660.0
7122.0,670.0
7193.0,710.0
7259.0,660.0
7330.0,710.0
7397.0,670.0
7462.0,650.0
7528.0,660.0
7590.0,620.0
7653.0,630.0
7715.0,620.0
7779.0,640.0
7846.0,670.0
7911.0,650.0
7980.0,690.0
8047.0,670.0
8113.0,660.0
8185.0,720.0
8253.0,680.0
8324.0,710.0
8389.0,650.0
8457.0,680.0
8526.0,690.0
8594.0,680.0
8661.0,670.0
8728.0,670.0
8801.0,730.0
8874.0,730.0
8947.0,730.0
9016.0,690.0
9087.0,710.0
9157.0,700.0
9230.0,730.0
9299.0,690.0
9370.0,710.0
9437.0,670.0
9508.0,710.0
9577.0,690.0
9642.0,650.0
9708.0,660.0
9775.0,670.0
9845.0,700.0
9909.0,640.0
9976.0,670.0
10043.0,670.0
10110.0,670.0
10172.0,620.0
10239.0,670.0
10303.0,640.0
10373.0,700.0
10442.0,690.0
10506.0,640.0
10570.0,640.0
10634.0,640.0
10699.0,650.0
10764.0,650.0
10826.0,620.0
10889.0,630.0
10955.0,660.0
11020.0,650.0
11087.0,670.0
11156.0,690.0
11223.0,670.0
11295.0,720.0
11369.0,740.0
11443.0,740.0
