valley_location,PPI
386.0,0.0
456.0,700.0
524.0,680.0
593.0,690.0
663.0,700.0
734.0,710.0
807.0,730.0
882.0,750.0
956.0,740.0
1023.0,670.0
1095.0,720.0
1166.0,710.0
1235.0,690.0
1307.0,720.0
1378.0,710.0
1452.0,740.0
1526.0,740.0
1597.0,710.0
1666.0,690.0
1736.0,700.0
1807.0,710.0
1879.0,720.0
1952.0,730.0
2026.0,740.0
2096.0,700.0
2168.0,720.0
2238.0,700.0
2308.0,700.0
2379.0,710.0
2445.0,660.0
2514.0,690.0
2582.0,680.0
2652.0,700.0
2723.0,710.0
2791.0,680.0
2860.0,690.0
2929.0,690.0
2998.0,690.0
3068.0,700.0
3139.0,710.0
3212.0,730.0
3279.0,670.0
3351.0,720.0
3425.0,740.0
3494.0,690.0
3568.0,740.0
3632.0,640.0
3700.0,680.0
3768.0,680.0
3838.0,700.0
3908.0,700.0
3978.0,700.0
4048.0,700.0
4121.0,730.0
4193.0,720.0
4269.0,760.0
4342.0,730.0
4417.0,750.0
4491.0,740.0
4566.0,750.0
4640.0,740.0
4715.0,750.0
4785.0,700.0
4852.0,670.0
4917.0,650.0
4985.0,680.0
5052.0,670.0
5118.0,660.0
5184.0,660.0
5250.0,660.0
5317.0,670.0
5384.0,670.0
5455.0,710.0
5526.0,710.0
5599.0,730.0
5671.0,720.0
5737.0,660.0
5804.0,670.0
5870.0,660.0
5932.0,620.0
5990.0,580.0
6054.0,640.0
6118.0,640.0
6185.0,670.0
6252.0,670.0
6322.0,700.0
6388.0,660.0
6453.0,650.0
6519.0,660.0
6582.0,630.0
6648.0,660.0
6717.0,690.0
6785.0,680.0
6854.0,690.0
6920.0,660.0
6986.0,660.0
7047.0,610.0
7108.0,610.0
7170.0,620.0
7234.0,640.0
7308.0,740.0
7391.0,830.0
7476.0,850.0
7560.0,840.0
7641.0,810.0
7717.0,760.0
7797.0,800.0
7876.0,790.0
7954.0,780.0
8031.0,770.0
8103.0,720.0
8174.0,710.0
8246.0,720.0
8320.0,740.0
8395.0,750.0
8472.0,770.0
8545.0,730.0
8613.0,680.0
8679.0,660.0
8748.0,690.0
8818.0,700.0
8890.0,720.0
8965.0,750.0
9035.0,700.0
9108.0,730.0
9180.0,720.0
9256.0,760.0
9329.0,730.0
9400.0,710.0
9465.0,650.0
9557.0,920.0
9653.0,960.0
9716.0,630.0
9778.0,620.0
9838.0,600.0
9896.0,580.0
9955.0,590.0
10014.0,590.0
10070.0,560.0
10127.0,570.0
10186.0,590.0
10243.0,570.0
10301.0,580.0
10361.0,600.0
10422.0,610.0
10484.0,620.0
10545.0,610.0
10606.0,610.0
10667.0,610.0
10726.0,590.0
10778.0,520.0
10841.0,630.0
10901.0,600.0
10960.0,590.0
11026.0,660.0
11098.0,720.0
11174.0,760.0
11252.0,780.0
11333.0,810.0
11407.0,740.0
11478.0,710.0
