RRI_inf,PPI_inf,PPI_pix,label
601.5625,605.46875,610.0,0.0
601.5625,593.75,600.0,0.0
617.1875,609.375,640.0,0.0
644.53125,644.53125,650.0,0.0
625.0,621.09375,630.0,0.0
656.25,660.15625,710.0,0.0
683.59375,687.5,700.0,0.0
777.34375,777.34375,760.0,0.0
800.78125,804.6875,860.0,0.0
804.6875,812.5,840.0,0.0
769.53125,773.4375,780.0,0.0
746.09375,746.09375,770.0,0.0
714.84375,722.65625,730.0,0.0
714.84375,714.84375,730.0,0.0
714.84375,710.9375,740.0,0.0
710.9375,707.03125,720.0,0.0
683.59375,687.5,710.0,0.0
664.0625,664.0625,680.0,0.0
660.15625,660.15625,670.0,0.0
660.15625,660.15625,680.0,0.0
660.15625,656.25,670.0,0.0
664.0625,660.15625,690.0,0.0
652.34375,656.25,680.0,0.0
667.96875,664.0625,670.0,0.0
691.40625,687.5,720.0,0.0
703.125,699.21875,700.0,0.0
722.65625,730.46875,770.0,0.0
691.40625,687.5,720.0,0.0
679.6875,683.59375,700.0,0.0
707.03125,703.125,700.0,0.0
703.125,703.125,720.0,0.0
703.125,703.125,730.0,0.0
667.96875,667.96875,690.0,0.0
683.59375,687.5,700.0,0.0
683.59375,679.6875,700.0,0.0
679.6875,675.78125,710.0,0.0
660.15625,660.15625,680.0,0.0
675.78125,675.78125,690.0,0.0
683.59375,683.59375,700.0,0.0
703.125,703.125,720.0,0.0
695.3125,695.3125,710.0,0.0
687.5,691.40625,710.0,0.0
710.9375,714.84375,730.0,0.0
710.9375,714.84375,730.0,0.0
722.65625,718.75,730.0,0.0
703.125,699.21875,720.0,0.0
722.65625,726.5625,740.0,0.0
718.75,718.75,740.0,0.0
707.03125,710.9375,750.0,0.0
707.03125,707.03125,710.0,0.0
726.5625,726.5625,740.0,0.0
734.375,730.46875,760.0,0.0
722.65625,726.5625,750.0,0.0
679.6875,683.59375,700.0,0.0
695.3125,695.3125,700.0,0.0
691.40625,687.5,710.0,0.0
687.5,687.5,720.0,0.0
664.0625,664.0625,660.0,0.0
687.5,683.59375,720.0,0.0
687.5,683.59375,700.0,0.0
683.59375,679.6875,700.0,0.0
675.78125,675.78125,700.0,0.0
710.9375,710.9375,710.0,0.0
742.1875,742.1875,790.0,0.0
726.5625,730.46875,740.0,0.0
703.125,707.03125,720.0,0.0
718.75,722.65625,730.0,0.0
738.28125,738.28125,760.0,0.0
687.5,687.5,710.0,0.0
656.25,652.34375,680.0,0.0
656.25,652.34375,660.0,0.0
648.4375,640.625,680.0,0.0
664.0625,660.15625,670.0,0.0
644.53125,640.625,650.0,0.0
656.25,656.25,700.0,0.0
