valley_location,PPI
46.0,0.0
114.0,680.0
186.0,720.0
255.0,690.0
325.0,700.0
398.0,730.0
471.0,730.0
541.0,700.0
610.0,690.0
679.0,690.0
749.0,700.0
818.0,690.0
888.0,700.0
958.0,700.0
1029.0,710.0
1101.0,720.0
1168.0,670.0
1237.0,690.0
1307.0,700.0
1379.0,720.0
1449.0,700.0
1519.0,700.0
1583.0,640.0
1724.0,1410.0
1796.0,720.0
1866.0,700.0
1938.0,720.0
2008.0,700.0
2076.0,680.0
2143.0,670.0
2209.0,660.0
2274.0,650.0
2341.0,670.0
2407.0,660.0
2472.0,650.0
2535.0,630.0
2600.0,650.0
2665.0,650.0
2729.0,640.0
2797.0,680.0
2862.0,650.0
2930.0,680.0
2999.0,690.0
3073.0,740.0
3146.0,730.0
3222.0,760.0
3298.0,760.0
3372.0,740.0
3446.0,740.0
3520.0,740.0
3592.0,720.0
3669.0,770.0
3743.0,740.0
3817.0,740.0
3889.0,720.0
3964.0,750.0
4037.0,730.0
4111.0,740.0
4183.0,720.0
4258.0,750.0
4330.0,720.0
4401.0,710.0
4474.0,730.0
4548.0,740.0
4621.0,730.0
4696.0,750.0
4773.0,770.0
4848.0,750.0
4921.0,730.0
4995.0,740.0
5065.0,700.0
5135.0,700.0
5205.0,700.0
5274.0,690.0
5344.0,700.0
5415.0,710.0
5485.0,700.0
5555.0,700.0
5627.0,720.0
5698.0,710.0
5772.0,740.0
5846.0,740.0
5920.0,740.0
5990.0,700.0
6065.0,750.0
6137.0,720.0
6208.0,710.0
6278.0,700.0
6350.0,720.0
6420.0,700.0
6491.0,710.0
6560.0,690.0
6634.0,740.0
6706.0,720.0
6780.0,740.0
6852.0,720.0
6926.0,740.0
7002.0,760.0
7076.0,740.0
7146.0,700.0
7217.0,710.0
7291.0,740.0
7361.0,700.0
7434.0,730.0
7508.0,740.0
7583.0,750.0
7654.0,710.0
7725.0,710.0
7797.0,720.0
7871.0,740.0
7941.0,700.0
8012.0,710.0
8084.0,720.0
8158.0,740.0
8227.0,690.0
8298.0,710.0
8371.0,730.0
8447.0,760.0
8520.0,730.0
8590.0,700.0
8665.0,750.0
8738.0,730.0
8808.0,700.0
8875.0,670.0
8946.0,710.0
9018.0,720.0
9088.0,700.0
9158.0,700.0
9229.0,710.0
9299.0,700.0
9370.0,710.0
9439.0,690.0
9510.0,710.0
9581.0,710.0
9651.0,700.0
9721.0,700.0
9792.0,710.0
9861.0,690.0
9930.0,690.0
9998.0,680.0
10067.0,690.0
10138.0,710.0
10209.0,710.0
10278.0,690.0
10350.0,720.0
10419.0,690.0
10489.0,700.0
10561.0,720.0
10631.0,700.0
10705.0,740.0
10773.0,680.0
10844.0,710.0
10912.0,680.0
10982.0,700.0
11050.0,680.0
11118.0,680.0
11189.0,710.0
11257.0,680.0
11330.0,730.0
11398.0,680.0
11470.0,720.0
