,0,1,2,3,4,5
0,0.31651019440493133,0.596951004877722,0.30251464002755757,0.46414337077399104,0.5385469824047391,0.36911709394450387
1,0.3152489331436694,0.5965822424110359,0.30123148467103,0.4638855597982108,0.5400441088877797,0.37011198602297934
2,0.31165481270744433,0.5967079568883156,0.3021271098863245,0.46212269015301466,0.5367600895056261,0.36983899734291015
3,0.31193930772878087,0.5979483397308041,0.2995091284877711,0.4623317260793227,0.5371142484586038,0.3688016403586465
4,0.3125746799431006,0.5945289059488097,0.2974681364106093,0.4597466484573154,0.5360437225325585,0.36754589243032676
5,0.31165481270744433,0.5967666236443794,0.29874267998622095,0.4594400624320638,0.5352629630225856,0.3684861867727882
6,0.3077192982456136,0.5949060493806471,0.29733895969686497,0.4588199225173506,0.5346109885864223,0.3682617294136197
7,0.3094073020388812,0.5951490973700535,0.29522907337237303,0.4567992418963742,0.5330575186335897,0.3686257143203795
8,0.3099668089141767,0.5976382440201817,0.29471236651739563,0.4568549848100565,0.5357459070493729,0.3690321641329266
9,0.3065244191559975,0.595400526324612,0.2943937306234927,0.4556634800301014,0.5355044350359792,0.36898363281202595
10,0.3028639165481266,0.5957106220352335,0.29478126076472577,0.45504334011538816,0.534128044559635,0.3696570048895298
11,0.3020199146514937,0.5961464322231347,0.2922235618325866,0.4533849884333456,0.5328804391571014,0.37267807961563193
12,0.30222854433380775,0.5981327209641467,0.2914571133310364,0.45245826249338084,0.5326953106134997,0.3747467271690459
13,0.3032811759127547,0.5949060493806471,0.2917757492249393,0.45043758187240446,0.5311418406606672,0.37497118452821443
14,0.30187766714082453,0.595400526324612,0.29043231140199754,0.4493575629198139,0.5301276582044139,0.3783016464250615
15,0.299345661450924,0.5967079568883156,0.2891577678263868,0.44754591822514556,0.5303691302178075,0.3816806396428092
16,0.29864390706495936,0.5948390016594312,0.28788322425077517,0.44873742300510067,0.5310854971908752,0.38473811285958615
17,0.2980749170222854,0.593908714527565,0.2882621426110923,0.44562975556732365,0.52797855728521,0.38811710607733385
18,0.29428165007112383,0.5934058566184488,0.285325525318636,0.44480754759051333,0.5279222138154189,0.389918831365792
19,0.29730678046467496,0.59384166680635,0.2856441612125389,0.4446472867136766,0.5268436388222604,0.39176302156003917
20,0.2949834044570885,0.5929113796744838,0.28219083706510517,0.44211795200535153,0.5264250873323775,0.3951359483626744
21,0.29294452347083944,0.5943445247154662,0.28123492938339645,0.4416511051032641,0.5257731128962151,0.3968466774244428
