valley_location,PPI
192.0,0.0
263.0,710.0
335.0,720.0
408.0,730.0
478.0,700.0
547.0,690.0
616.0,690.0
687.0,710.0
761.0,740.0
828.0,670.0
903.0,750.0
973.0,700.0
1045.0,720.0
1113.0,680.0
1183.0,700.0
1253.0,700.0
1318.0,650.0
1394.0,760.0
1466.0,720.0
1548.0,820.0
1622.0,740.0
1696.0,740.0
1772.0,760.0
1846.0,740.0
1914.0,680.0
1988.0,740.0
2063.0,750.0
2130.0,670.0
2200.0,700.0
2271.0,710.0
2340.0,690.0
2410.0,700.0
2480.0,700.0
2547.0,670.0
2616.0,690.0
2687.0,710.0
2753.0,660.0
2818.0,650.0
2887.0,690.0
2959.0,720.0
3033.0,740.0
3103.0,700.0
3177.0,740.0
3256.0,790.0
3335.0,790.0
3404.0,690.0
3477.0,730.0
3548.0,710.0
3621.0,730.0
3689.0,680.0
3756.0,670.0
3823.0,670.0
3899.0,760.0
3969.0,700.0
4041.0,720.0
4112.0,710.0
4184.0,720.0
4256.0,720.0
4330.0,740.0
4398.0,680.0
4465.0,670.0
4534.0,690.0
4606.0,720.0
4678.0,720.0
4747.0,690.0
4816.0,690.0
4886.0,700.0
4953.0,670.0
5019.0,660.0
5084.0,650.0
5146.0,620.0
5210.0,640.0
5281.0,710.0
5345.0,640.0
5411.0,660.0
5480.0,690.0
5547.0,670.0
5613.0,660.0
5682.0,690.0
5756.0,740.0
5828.0,720.0
5895.0,670.0
5958.0,630.0
6098.0,1400.0
6173.0,750.0
6244.0,710.0
6320.0,760.0
6399.0,790.0
6472.0,730.0
6546.0,740.0
6616.0,700.0
6694.0,780.0
6765.0,710.0
6840.0,750.0
6913.0,730.0
6983.0,700.0
7054.0,710.0
7120.0,660.0
7190.0,700.0
7260.0,700.0
7334.0,740.0
7405.0,710.0
7474.0,690.0
7546.0,720.0
7617.0,710.0
7690.0,730.0
7764.0,740.0
7833.0,690.0
7902.0,690.0
7973.0,710.0
8045.0,720.0
8113.0,680.0
8185.0,720.0
8260.0,750.0
8332.0,720.0
8407.0,750.0
8479.0,720.0
8548.0,690.0
8618.0,700.0
8688.0,700.0
8757.0,690.0
8827.0,700.0
8896.0,690.0
8967.0,710.0
9038.0,710.0
9105.0,670.0
9174.0,690.0
9240.0,660.0
9319.0,790.0
9392.0,730.0
9463.0,710.0
9533.0,700.0
9606.0,730.0
9683.0,770.0
9754.0,710.0
9822.0,680.0
9895.0,730.0
9968.0,730.0
10040.0,720.0
10105.0,650.0
10174.0,690.0
10242.0,680.0
10311.0,690.0
10387.0,760.0
10465.0,780.0
10535.0,700.0
10609.0,740.0
10686.0,770.0
10762.0,760.0
10835.0,730.0
10907.0,720.0
10980.0,730.0
11055.0,750.0
11125.0,700.0
11198.0,730.0
11266.0,680.0
11342.0,760.0
11410.0,680.0
11482.0,720.0
