RRI_inf,PPI_inf,PPI_pix,label
769.53125,769.53125,800.0,0.0
750.0,753.90625,750.0,0.0
746.09375,742.1875,800.0,0.0
714.84375,718.75,780.0,0.0
750.0,742.1875,760.0,0.0
722.65625,726.5625,800.0,0.0
699.21875,695.3125,760.0,0.0
703.125,703.125,780.0,0.0
734.375,734.375,720.0,0.0
750.0,750.0,770.0,0.0
710.9375,718.75,730.0,0.0
753.90625,746.09375,720.0,0.0
765.625,769.53125,730.0,0.0
769.53125,769.53125,750.0,0.0
718.75,718.75,760.0,0.0
761.71875,757.8125,730.0,0.0
769.53125,769.53125,770.0,0.0
726.5625,726.5625,800.0,0.0
730.46875,730.46875,790.0,0.0
750.0,750.0,730.0,0.0
742.1875,746.09375,770.0,0.0
699.21875,695.3125,790.0,0.0
714.84375,710.9375,750.0,0.0
703.125,707.03125,740.0,0.0
710.9375,707.03125,770.0,0.0
714.84375,714.84375,750.0,0.0
718.75,714.84375,750.0,0.0
742.1875,746.09375,700.0,0.0
769.53125,769.53125,750.0,0.0
738.28125,742.1875,700.0,0.0
789.0625,785.15625,740.0,0.0
796.875,800.78125,730.0,0.0
804.6875,808.59375,770.0,0.0
746.09375,746.09375,790.0,0.0
757.8125,761.71875,750.0,0.0
769.53125,765.625,800.0,0.0
765.625,765.625,820.0,0.0
753.90625,753.90625,830.0,0.0
753.90625,753.90625,770.0,0.0
777.34375,773.4375,780.0,0.0
750.0,753.90625,790.0,0.0
722.65625,718.75,770.0,0.0
726.5625,726.5625,790.0,0.0
734.375,734.375,770.0,0.0
714.84375,714.84375,790.0,0.0
707.03125,707.03125,770.0,0.0
734.375,734.375,730.0,0.0
726.5625,726.5625,750.0,0.0
726.5625,726.5625,760.0,0.0
734.375,734.375,730.0,0.0
742.1875,738.28125,720.0,0.0
761.71875,765.625,760.0,0.0
761.71875,761.71875,730.0,0.0
730.46875,730.46875,750.0,0.0
750.0,750.0,750.0,0.0
769.53125,769.53125,760.0,0.0
753.90625,757.8125,780.0,0.0
734.375,734.375,790.0,0.0
765.625,761.71875,760.0,0.0
757.8125,757.8125,760.0,0.0
750.0,750.0,790.0,0.0
730.46875,730.46875,780.0,0.0
785.15625,781.25,740.0,0.0
765.625,769.53125,790.0,0.0
726.5625,726.5625,780.0,0.0
734.375,734.375,760.0,0.0
753.90625,753.90625,760.0,0.0
738.28125,738.28125,810.0,0.0
714.84375,714.84375,780.0,0.0
742.1875,738.28125,730.0,0.0
750.0,753.90625,770.0,0.0
753.90625,753.90625,770.0,0.0
746.09375,750.0,760.0,0.0
734.375,734.375,740.0,0.0
761.71875,757.8125,740.0,0.0
753.90625,753.90625,780.0,0.0
738.28125,738.28125,770.0,0.0
707.03125,707.03125,780.0,0.0
722.65625,726.5625,720.0,0.0
714.84375,714.84375,810.0,0.0
722.65625,718.75,760.0,0.0
691.40625,695.3125,760.0,0.0
664.0625,671.875,720.0,0.0
648.4375,640.625,740.0,0.0
656.25,644.53125,740.0,0.0
687.5,683.59375,730.0,0.0
812.5,812.5,710.0,0.0
843.75,839.84375,690.0,0.0
839.84375,839.84375,670.0,0.0
855.46875,855.46875,660.0,0.0
765.625,781.25,690.0,0.0
769.53125,765.625,840.0,0.0
742.1875,742.1875,850.0,0.0
738.28125,746.09375,850.0,0.0
699.21875,695.3125,900.0,0.0
687.5,691.40625,800.0,0.0
687.5,683.59375,790.0,0.0
699.21875,699.21875,750.0,0.0
687.5,687.5,760.0,0.0
707.03125,703.125,720.0,0.0
683.59375,687.5,700.0,0.0
679.6875,675.78125,700.0,0.0
656.25,656.25,720.0,0.0
660.15625,656.25,700.0,0.0
683.59375,687.5,730.0,0.0
679.6875,679.6875,690.0,0.0
714.84375,714.84375,700.0,0.0
718.75,718.75,670.0,0.0
738.28125,742.1875,690.0,0.0
691.40625,695.3125,690.0,0.0
699.21875,695.3125,700.0,0.0
707.03125,707.03125,730.0,0.0
695.3125,691.40625,740.0,0.0
675.78125,675.78125,760.0,0.0
656.25,660.15625,700.0,0.0
687.5,679.6875,720.0,0.0
703.125,703.125,730.0,0.0
687.5,691.40625,710.0,0.0
664.0625,664.0625,700.0,0.0
671.875,671.875,670.0,0.0
675.78125,675.78125,690.0,0.0
687.5,683.59375,730.0,0.0
667.96875,671.875,710.0,0.0
660.15625,660.15625,680.0,0.0
671.875,675.78125,680.0,0.0
691.40625,687.5,710.0,0.0
683.59375,687.5,700.0,0.0
671.875,667.96875,680.0,0.0
679.6875,679.6875,660.0,0.0
695.3125,695.3125,710.0,0.0
710.9375,710.9375,700.0,0.0
675.78125,683.59375,700.0,0.0
671.875,664.0625,690.0,0.0
683.59375,687.5,700.0,0.0
703.125,703.125,720.0,0.0
691.40625,691.40625,710.0,0.0
671.875,671.875,700.0,0.0
695.3125,691.40625,690.0,0.0
687.5,687.5,710.0,0.0
703.125,703.125,730.0,0.0
683.59375,687.5,710.0,0.0
707.03125,707.03125,670.0,0.0
730.46875,730.46875,710.0,0.0
742.1875,738.28125,710.0,0.0
718.75,726.5625,720.0,0.0
699.21875,695.3125,710.0,0.0
722.65625,718.75,720.0,0.0
730.46875,730.46875,740.0,0.0
714.84375,714.84375,780.0,0.0
691.40625,691.40625,730.0,0.0
707.03125,710.9375,720.0,0.0
722.65625,722.65625,750.0,0.0
710.9375,710.9375,740.0,0.0
707.03125,710.9375,710.0,0.0
