valley_location,PPI
25.0,0.0
105.0,800.0
180.0,750.0
260.0,800.0
338.0,780.0
414.0,760.0
494.0,800.0
570.0,760.0
648.0,780.0
720.0,720.0
797.0,770.0
870.0,730.0
942.0,720.0
1015.0,730.0
1090.0,750.0
1166.0,760.0
1239.0,730.0
1316.0,770.0
1396.0,800.0
1475.0,790.0
1548.0,730.0
1625.0,770.0
1704.0,790.0
1779.0,750.0
1853.0,740.0
1930.0,770.0
2005.0,750.0
2080.0,750.0
2150.0,700.0
2225.0,750.0
2295.0,700.0
2369.0,740.0
2442.0,730.0
2519.0,770.0
2598.0,790.0
2673.0,750.0
2753.0,800.0
2835.0,820.0
2918.0,830.0
2995.0,770.0
3073.0,780.0
3152.0,790.0
3229.0,770.0
3308.0,790.0
3385.0,770.0
3464.0,790.0
3541.0,770.0
3614.0,730.0
3689.0,750.0
3765.0,760.0
3838.0,730.0
3910.0,720.0
3986.0,760.0
4059.0,730.0
4134.0,750.0
4209.0,750.0
4285.0,760.0
4363.0,780.0
4442.0,790.0
4518.0,760.0
4594.0,760.0
4673.0,790.0
4751.0,780.0
4825.0,740.0
4904.0,790.0
4982.0,780.0
5058.0,760.0
5134.0,760.0
5215.0,810.0
5293.0,780.0
5366.0,730.0
5443.0,770.0
5520.0,770.0
5596.0,760.0
5670.0,740.0
5744.0,740.0
5822.0,780.0
5899.0,770.0
5977.0,780.0
6049.0,720.0
6130.0,810.0
6206.0,760.0
6282.0,760.0
6354.0,720.0
6428.0,740.0
6502.0,740.0
6575.0,730.0
6646.0,710.0
6715.0,690.0
6782.0,670.0
6848.0,660.0
6917.0,690.0
7001.0,840.0
7086.0,850.0
7171.0,850.0
7261.0,900.0
7341.0,800.0
7420.0,790.0
7495.0,750.0
7571.0,760.0
7643.0,720.0
7713.0,700.0
7783.0,700.0
7855.0,720.0
7925.0,700.0
7998.0,730.0
8067.0,690.0
8137.0,700.0
8204.0,670.0
8273.0,690.0
8342.0,690.0
8412.0,700.0
8485.0,730.0
8559.0,740.0
8635.0,760.0
8705.0,700.0
8777.0,720.0
8850.0,730.0
8921.0,710.0
8991.0,700.0
9058.0,670.0
9127.0,690.0
9200.0,730.0
9271.0,710.0
9339.0,680.0
9407.0,680.0
9478.0,710.0
9548.0,700.0
9616.0,680.0
9682.0,660.0
9753.0,710.0
9823.0,700.0
9893.0,700.0
9962.0,690.0
10032.0,700.0
10104.0,720.0
10175.0,710.0
10245.0,700.0
10314.0,690.0
10385.0,710.0
10458.0,730.0
10529.0,710.0
10596.0,670.0
10667.0,710.0
10738.0,710.0
10810.0,720.0
10881.0,710.0
10953.0,720.0
11027.0,740.0
11105.0,780.0
11178.0,730.0
11250.0,720.0
11325.0,750.0
11399.0,740.0
11470.0,710.0
