valley_location,PPI
510.0,0.0
579.0,690.0
649.0,700.0
719.0,700.0
793.0,740.0
862.0,690.0
933.0,710.0
1000.0,670.0
1066.0,660.0
1130.0,640.0
1194.0,640.0
1255.0,610.0
1317.0,620.0
1379.0,620.0
1443.0,640.0
1505.0,620.0
1569.0,640.0
1640.0,710.0
1719.0,790.0
1792.0,730.0
1864.0,720.0
1942.0,780.0
2021.0,790.0
2100.0,790.0
2179.0,790.0
2260.0,810.0
2334.0,740.0
2407.0,730.0
2481.0,740.0
2554.0,730.0
2623.0,690.0
2692.0,690.0
2761.0,690.0
2829.0,680.0
2901.0,720.0
2971.0,700.0
3048.0,770.0
3122.0,740.0
3205.0,830.0
3276.0,710.0
3354.0,780.0
3429.0,750.0
3504.0,750.0
3575.0,710.0
3646.0,710.0
3720.0,740.0
3793.0,730.0
3864.0,710.0
3936.0,720.0
4010.0,740.0
4083.0,730.0
4155.0,720.0
4225.0,700.0
4298.0,730.0
4370.0,720.0
4444.0,740.0
4514.0,700.0
4586.0,720.0
4659.0,730.0
4731.0,720.0
4802.0,710.0
4873.0,710.0
4946.0,730.0
5023.0,770.0
5101.0,780.0
5178.0,770.0
5256.0,780.0
5331.0,750.0
5410.0,790.0
5481.0,710.0
5554.0,730.0
5623.0,690.0
5698.0,750.0
5769.0,710.0
5840.0,710.0
5911.0,710.0
5982.0,710.0
6055.0,730.0
6128.0,730.0
6204.0,760.0
6278.0,740.0
6352.0,740.0
6424.0,720.0
6497.0,730.0
6568.0,710.0
6641.0,730.0
6709.0,680.0
6780.0,710.0
6854.0,740.0
6928.0,740.0
7000.0,720.0
7073.0,730.0
7147.0,740.0
7225.0,780.0
7300.0,750.0
7374.0,740.0
7449.0,750.0
7524.0,750.0
7597.0,730.0
7668.0,710.0
7740.0,720.0
7814.0,740.0
7888.0,740.0
7959.0,710.0
8030.0,710.0
8101.0,710.0
8173.0,720.0
8246.0,730.0
8314.0,680.0
8385.0,710.0
8460.0,750.0
8536.0,760.0
8610.0,740.0
8685.0,750.0
8764.0,790.0
8838.0,740.0
8914.0,760.0
8990.0,760.0
9066.0,760.0
9139.0,730.0
9210.0,710.0
9280.0,700.0
9348.0,680.0
9416.0,680.0
9485.0,690.0
9556.0,710.0
9633.0,770.0
9709.0,760.0
9788.0,790.0
9871.0,830.0
9953.0,820.0
10030.0,770.0
10104.0,740.0
10188.0,840.0
10263.0,750.0
10343.0,800.0
10415.0,720.0
10491.0,760.0
10568.0,770.0
10642.0,740.0
10713.0,710.0
10783.0,700.0
10853.0,700.0
10924.0,710.0
10996.0,720.0
11067.0,710.0
11142.0,750.0
11217.0,750.0
11293.0,760.0
11368.0,750.0
11440.0,720.0
11497.0,570.0
