valley_location,PPI
75.0,0.0
139.0,640.0
204.0,650.0
266.0,620.0
328.0,620.0
389.0,610.0
450.0,610.0
508.0,580.0
567.0,590.0
648.0,810.0
687.0,390.0
749.0,620.0
818.0,690.0
882.0,640.0
947.0,650.0
1008.0,610.0
1066.0,580.0
1124.0,580.0
1182.0,580.0
1239.0,570.0
1297.0,580.0
1354.0,570.0
1411.0,570.0
1466.0,550.0
1522.0,560.0
1607.0,850.0
1689.0,820.0
1749.0,600.0
1803.0,540.0
1859.0,560.0
1914.0,550.0
1968.0,540.0
2024.0,560.0
2078.0,540.0
2131.0,530.0
2184.0,530.0
2236.0,520.0
2289.0,530.0
2341.0,520.0
2395.0,540.0
2446.0,510.0
2500.0,540.0
2550.0,500.0
2600.0,500.0
2653.0,530.0
2702.0,490.0
2752.0,500.0
2803.0,510.0
2852.0,490.0
2902.0,500.0
2950.0,480.0
2998.0,480.0
3049.0,510.0
3097.0,480.0
3146.0,490.0
3194.0,480.0
3243.0,490.0
3291.0,480.0
3340.0,490.0
3388.0,480.0
3436.0,480.0
3484.0,480.0
3533.0,490.0
3580.0,470.0
3630.0,500.0
3679.0,490.0
3728.0,490.0
3777.0,490.0
3826.0,490.0
3874.0,480.0
3924.0,500.0
3974.0,500.0
4026.0,520.0
4076.0,500.0
4127.0,510.0
4179.0,520.0
4229.0,500.0
4281.0,520.0
4333.0,520.0
4384.0,510.0
4436.0,520.0
4487.0,510.0
4540.0,530.0
4592.0,520.0
4647.0,550.0
4700.0,530.0
4753.0,530.0
4805.0,520.0
4859.0,540.0
4910.0,510.0
4963.0,530.0
5015.0,520.0
5068.0,530.0
5119.0,510.0
5173.0,540.0
5228.0,550.0
5283.0,550.0
5337.0,540.0
5393.0,560.0
5448.0,550.0
5504.0,560.0
5563.0,590.0
5621.0,580.0
5678.0,570.0
5736.0,580.0
5794.0,580.0
5855.0,610.0
5912.0,570.0
5969.0,570.0
6026.0,570.0
6080.0,540.0
6134.0,540.0
6188.0,540.0
6242.0,540.0
6296.0,540.0
6349.0,530.0
6403.0,540.0
6458.0,550.0
6515.0,570.0
6573.0,580.0
6631.0,580.0
6688.0,570.0
6747.0,590.0
6809.0,620.0
6845.0,360.0
6881.0,360.0
6951.0,700.0
7024.0,730.0
7094.0,700.0
7161.0,670.0
7226.0,650.0
7293.0,670.0
7361.0,680.0
7426.0,650.0
7497.0,710.0
7564.0,670.0
7632.0,680.0
7698.0,660.0
7763.0,650.0
7828.0,650.0
7893.0,650.0
7958.0,650.0
8022.0,640.0
8085.0,630.0
8150.0,650.0
8215.0,650.0
8278.0,630.0
8343.0,650.0
8405.0,620.0
8469.0,640.0
8531.0,620.0
8593.0,620.0
8658.0,650.0
8721.0,630.0
8781.0,600.0
8841.0,600.0
8903.0,620.0
8968.0,650.0
9031.0,630.0
9093.0,620.0
9156.0,630.0
9216.0,600.0
9276.0,600.0
9335.0,590.0
9394.0,590.0
9456.0,620.0
9516.0,600.0
9581.0,650.0
9644.0,630.0
9708.0,640.0
9772.0,640.0
9838.0,660.0
9903.0,650.0
9968.0,650.0
10030.0,620.0
10092.0,620.0
10152.0,600.0
10215.0,630.0
10278.0,630.0
10343.0,650.0
10407.0,640.0
10473.0,660.0
10537.0,640.0
10602.0,650.0
10664.0,620.0
10727.0,630.0
10791.0,640.0
10854.0,630.0
10917.0,630.0
10980.0,630.0
11044.0,640.0
11108.0,640.0
11172.0,640.0
11235.0,630.0
11299.0,640.0
11365.0,660.0
11431.0,660.0
11492.0,610.0
