RRI_inf,PPI_inf,PPI_pix,label
722.65625,718.75,750.0,0.0
710.9375,710.9375,730.0,0.0
710.9375,710.9375,740.0,0.0
703.125,703.125,710.0,0.0
687.5,687.5,690.0,0.0
707.03125,703.125,740.0,0.0
710.9375,710.9375,720.0,0.0
703.125,703.125,730.0,0.0
710.9375,710.9375,730.0,0.0
726.5625,726.5625,740.0,0.0
707.03125,707.03125,730.0,0.0
738.28125,730.46875,730.0,0.0
750.0,757.8125,790.0,0.0
734.375,734.375,760.0,0.0
742.1875,746.09375,770.0,0.0
765.625,765.625,770.0,0.0
781.25,781.25,790.0,0.0
730.46875,734.375,760.0,0.0
726.5625,722.65625,750.0,0.0
730.46875,730.46875,770.0,0.0
695.3125,691.40625,670.0,0.0
679.6875,683.59375,700.0,0.0
664.0625,660.15625,690.0,0.0
660.15625,660.15625,660.0,0.0
664.0625,664.0625,670.0,0.0
675.78125,675.78125,700.0,0.0
699.21875,699.21875,720.0,0.0
707.03125,707.03125,730.0,0.0
718.75,718.75,740.0,0.0
738.28125,738.28125,760.0,0.0
757.8125,761.71875,770.0,0.0
761.71875,761.71875,790.0,0.0
765.625,765.625,770.0,0.0
796.875,796.875,810.0,0.0
800.78125,804.6875,830.0,0.0
750.0,750.0,770.0,0.0
796.875,796.875,810.0,0.0
777.34375,781.25,810.0,0.0
753.90625,753.90625,760.0,0.0
746.09375,742.1875,770.0,0.0
761.71875,757.8125,770.0,0.0
777.34375,781.25,820.0,0.0
765.625,765.625,770.0,0.0
777.34375,777.34375,800.0,0.0
816.40625,816.40625,840.0,0.0
851.5625,851.5625,860.0,0.0
792.96875,796.875,820.0,0.0
828.125,828.125,850.0,0.0
839.84375,835.9375,860.0,0.0
792.96875,796.875,820.0,0.0
738.28125,738.28125,750.0,0.0
785.15625,781.25,800.0,0.0
792.96875,796.875,820.0,0.0
765.625,761.71875,790.0,0.0
750.0,750.0,760.0,0.0
777.34375,777.34375,800.0,0.0
800.78125,800.78125,820.0,0.0
757.8125,757.8125,780.0,0.0
777.34375,773.4375,790.0,0.0
789.0625,792.96875,820.0,0.0
769.53125,769.53125,780.0,0.0
757.8125,757.8125,780.0,0.0
742.1875,746.09375,1080.0,0.0
722.65625,718.75,1190.0,0.0
765.625,761.71875,770.0,0.0
746.09375,750.0,760.0,0.0
738.28125,738.28125,740.0,0.0
734.375,734.375,770.0,0.0
750.0,750.0,780.0,0.0
742.1875,746.09375,740.0,0.0
730.46875,726.5625,740.0,0.0
718.75,718.75,760.0,0.0
750.0,750.0,740.0,0.0
734.375,734.375,770.0,0.0
734.375,734.375,730.0,0.0
707.03125,707.03125,750.0,0.0
746.09375,742.1875,750.0,0.0
734.375,734.375,790.0,0.0
750.0,750.0,720.0,0.0
718.75,718.75,770.0,0.0
761.71875,761.71875,770.0,0.0
746.09375,746.09375,780.0,0.0
765.625,765.625,770.0,0.0
742.1875,742.1875,780.0,0.0
765.625,765.625,790.0,0.0
769.53125,769.53125,770.0,0.0
753.90625,753.90625,770.0,0.0
750.0,750.0,790.0,0.0
765.625,765.625,770.0,0.0
761.71875,765.625,810.0,0.0
777.34375,777.34375,750.0,0.0
722.65625,722.65625,750.0,0.0
750.0,746.09375,760.0,0.0
742.1875,742.1875,780.0,0.0
765.625,765.625,780.0,0.0
753.90625,753.90625,750.0,0.0
738.28125,742.1875,800.0,0.0
777.34375,773.4375,810.0,0.0
785.15625,785.15625,810.0,0.0
804.6875,808.59375,770.0,0.0
746.09375,746.09375,810.0,0.0
773.4375,769.53125,800.0,0.0
781.25,781.25,800.0,0.0
792.96875,796.875,760.0,0.0
734.375,734.375,790.0,0.0
765.625,761.71875,770.0,0.0
757.8125,757.8125,760.0,0.0
742.1875,746.09375,750.0,0.0
722.65625,718.75,770.0,0.0
746.09375,746.09375,780.0,0.0
757.8125,757.8125,780.0,0.0
765.625,765.625,730.0,0.0
722.65625,722.65625,750.0,0.0
746.09375,742.1875,790.0,0.0
757.8125,757.8125,800.0,0.0
781.25,785.15625,750.0,0.0
742.1875,742.1875,800.0,0.0
769.53125,769.53125,780.0,0.0
769.53125,773.4375,760.0,0.0
738.28125,738.28125,800.0,0.0
769.53125,769.53125,750.0,0.0
750.0,753.90625,790.0,0.0
746.09375,742.1875,720.0,0.0
714.84375,718.75,760.0,0.0
750.0,742.1875,740.0,0.0
722.65625,726.5625,720.0,0.0
699.21875,695.3125,730.0,0.0
703.125,703.125,750.0,0.0
734.375,734.375,760.0,0.0
750.0,750.0,740.0,0.0
710.9375,718.75,780.0,0.0
753.90625,746.09375,780.0,0.0
765.625,769.53125,780.0,0.0
769.53125,769.53125,740.0,0.0
718.75,718.75,770.0,0.0
761.71875,757.8125,790.0,0.0
769.53125,769.53125,750.0,0.0
726.5625,726.5625,740.0,0.0
730.46875,730.46875,770.0,0.0
750.0,750.0,750.0,0.0
742.1875,746.09375,750.0,0.0
699.21875,695.3125,710.0,0.0
714.84375,710.9375,740.0,0.0
703.125,707.03125,700.0,0.0
710.9375,707.03125,740.0,0.0
714.84375,714.84375,740.0,0.0
