RRI_inf,PPI_inf,PPI_pix,label
640.625,640.625,640.0,0.0
636.71875,636.71875,650.0,0.0
625.0,621.09375,620.0,0.0
609.375,609.375,620.0,0.0
601.5625,601.5625,610.0,0.0
605.46875,605.46875,610.0,0.0
589.84375,585.9375,580.0,0.0
585.9375,582.03125,590.0,0.0
578.125,574.21875,810.0,0.0
578.125,574.21875,390.0,0.0
589.84375,589.84375,620.0,0.0
613.28125,609.375,690.0,0.0
664.0625,660.15625,640.0,0.0
632.8125,640.625,650.0,0.0
605.46875,609.375,610.0,0.0
593.75,593.75,580.0,0.0
585.9375,582.03125,580.0,0.0
566.40625,570.3125,580.0,0.0
562.5,562.5,570.0,0.0
562.5,562.5,580.0,0.0
562.5,554.6875,570.0,0.0
558.59375,558.59375,570.0,0.0
550.78125,550.78125,550.0,0.0
546.875,550.78125,560.0,0.0
554.6875,550.78125,850.0,0.0
558.59375,558.59375,820.0,0.0
550.78125,542.96875,600.0,0.0
546.875,550.78125,540.0,0.0
535.15625,535.15625,560.0,0.0
535.15625,539.0625,550.0,0.0
539.0625,539.0625,540.0,0.0
539.0625,539.0625,560.0,0.0
535.15625,527.34375,540.0,0.0
535.15625,535.15625,530.0,0.0
527.34375,531.25,530.0,0.0
527.34375,527.34375,520.0,0.0
523.4375,519.53125,530.0,0.0
515.625,515.625,520.0,0.0
515.625,519.53125,540.0,0.0
511.71875,511.71875,510.0,0.0
511.71875,515.625,540.0,0.0
511.71875,503.90625,500.0,0.0
503.90625,500.0,500.0,0.0
500.0,500.0,530.0,0.0
496.09375,500.0,490.0,0.0
570.3125,492.1875,500.0,0.0
492.1875,492.1875,510.0,0.0
414.0625,488.28125,490.0,0.0
492.1875,492.1875,500.0,0.0
480.46875,488.28125,480.0,0.0
480.46875,480.46875,480.0,0.0
558.59375,476.5625,510.0,0.0
476.5625,476.5625,480.0,0.0
402.34375,480.46875,490.0,0.0
480.46875,472.65625,480.0,0.0
550.78125,480.46875,490.0,0.0
468.75,468.75,480.0,0.0
472.65625,472.65625,490.0,0.0
394.53125,464.84375,480.0,0.0
542.96875,476.5625,480.0,0.0
402.34375,468.75,480.0,0.0
468.75,468.75,490.0,0.0
468.75,472.65625,470.0,0.0
464.84375,464.84375,500.0,0.0
476.5625,468.75,490.0,0.0
480.46875,476.5625,490.0,0.0
476.5625,488.28125,490.0,0.0
554.6875,472.65625,490.0,0.0
406.25,476.5625,480.0,0.0
472.65625,480.46875,500.0,0.0
476.5625,476.5625,500.0,0.0
488.28125,476.5625,520.0,0.0
496.09375,500.0,500.0,0.0
492.1875,500.0,510.0,0.0
496.09375,488.28125,520.0,0.0
496.09375,496.09375,500.0,0.0
496.09375,496.09375,520.0,0.0
496.09375,500.0,520.0,0.0
496.09375,500.0,510.0,0.0
503.90625,500.0,520.0,0.0
503.90625,507.8125,510.0,0.0
503.90625,503.90625,530.0,0.0
511.71875,507.8125,520.0,0.0
511.71875,511.71875,550.0,0.0
515.625,523.4375,530.0,0.0
519.53125,515.625,530.0,0.0
515.625,519.53125,520.0,0.0
515.625,515.625,540.0,0.0
515.625,519.53125,510.0,0.0
519.53125,511.71875,530.0,0.0
507.8125,519.53125,520.0,0.0
515.625,511.71875,530.0,0.0
507.8125,507.8125,510.0,0.0
507.8125,507.8125,540.0,0.0
511.71875,515.625,550.0,0.0
527.34375,523.4375,550.0,0.0
527.34375,531.25,540.0,0.0
539.0625,535.15625,560.0,0.0
531.25,531.25,550.0,0.0
535.15625,546.875,560.0,0.0
542.96875,539.0625,590.0,0.0
554.6875,546.875,580.0,0.0
558.59375,566.40625,570.0,0.0
562.5,558.59375,580.0,0.0
562.5,562.5,580.0,0.0
566.40625,574.21875,610.0,0.0
570.3125,570.3125,570.0,0.0
578.125,570.3125,570.0,0.0
566.40625,566.40625,570.0,0.0
554.6875,558.59375,540.0,0.0
542.96875,550.78125,540.0,0.0
539.0625,531.25,540.0,0.0
531.25,527.34375,540.0,0.0
531.25,527.34375,540.0,0.0
531.25,535.15625,530.0,0.0
515.625,519.53125,540.0,0.0
519.53125,519.53125,550.0,0.0
523.4375,523.4375,570.0,0.0
542.96875,539.0625,580.0,0.0
554.6875,546.875,580.0,0.0
570.3125,570.3125,570.0,0.0
562.5,562.5,590.0,0.0
558.59375,570.3125,620.0,0.0
566.40625,562.5,360.0,0.0
621.09375,617.1875,360.0,0.0
695.3125,691.40625,700.0,0.0
675.78125,683.59375,730.0,0.0
699.21875,699.21875,700.0,0.0
683.59375,683.59375,670.0,0.0
652.34375,660.15625,650.0,0.0
644.53125,636.71875,670.0,0.0
652.34375,656.25,680.0,0.0
652.34375,652.34375,650.0,0.0
652.34375,652.34375,710.0,0.0
683.59375,675.78125,670.0,0.0
656.25,667.96875,680.0,0.0
644.53125,640.625,660.0,0.0
648.4375,652.34375,650.0,0.0
644.53125,640.625,650.0,0.0
640.625,636.71875,650.0,0.0
632.8125,636.71875,650.0,0.0
621.09375,621.09375,640.0,0.0
628.90625,621.09375,630.0,0.0
617.1875,628.90625,650.0,0.0
632.8125,628.90625,650.0,0.0
628.90625,628.90625,630.0,0.0
621.09375,625.0,650.0,0.0
625.0,621.09375,620.0,0.0
617.1875,621.09375,640.0,0.0
605.46875,613.28125,620.0,0.0
605.46875,597.65625,620.0,0.0
617.1875,621.09375,650.0,0.0
621.09375,617.1875,630.0,0.0
613.28125,609.375,600.0,0.0
593.75,605.46875,600.0,0.0
593.75,589.84375,620.0,0.0
601.5625,597.65625,650.0,0.0
625.0,621.09375,630.0,0.0
617.1875,621.09375,620.0,0.0
613.28125,605.46875,630.0,0.0
597.65625,605.46875,600.0,0.0
593.75,589.84375,600.0,0.0
585.9375,589.84375,590.0,0.0
582.03125,578.125,590.0,0.0
582.03125,585.9375,620.0,0.0
589.84375,585.9375,600.0,0.0
597.65625,597.65625,650.0,0.0
621.09375,625.0,630.0,0.0
625.0,625.0,640.0,0.0
621.09375,613.28125,640.0,0.0
621.09375,628.90625,660.0,0.0
644.53125,644.53125,650.0,0.0
636.71875,640.625,650.0,0.0
628.90625,625.0,620.0,0.0
617.1875,617.1875,620.0,0.0
597.65625,605.46875,600.0,0.0
589.84375,585.9375,630.0,0.0
601.5625,597.65625,630.0,0.0
621.09375,617.1875,650.0,0.0
632.8125,636.71875,640.0,0.0
628.90625,628.90625,660.0,0.0
632.8125,640.625,640.0,0.0
636.71875,636.71875,650.0,0.0
628.90625,625.0,620.0,0.0
609.375,613.28125,630.0,0.0
601.5625,597.65625,640.0,0.0
617.1875,613.28125,630.0,0.0
621.09375,621.09375,630.0,0.0
617.1875,617.1875,630.0,0.0
617.1875,613.28125,640.0,0.0
621.09375,628.90625,640.0,0.0
625.0,621.09375,640.0,0.0
617.1875,617.1875,630.0,0.0
617.1875,621.09375,640.0,0.0
632.8125,628.90625,660.0,0.0
640.625,640.625,660.0,0.0
640.625,644.53125,610.0,0.0
